;seg_id;start;end;speaker;transcription;translation;DI;label
15;De_Dienst_afl_3_seg_15;0 days 00:03:43.480000;0 days 00:04:00.760000;Bart; Sander is een Nederlandse jongen, maar heeft een Algerijnse moeder. En hij is niet als moslim opgevoed, maar op latere leeftijd is hij zich daarvoor gaan interesseren. En hij is een soort herbekeerling, wat we ook wel eens zo noemen.; Sander is a Dutch young man. But he has an Algerian mother. And he is not raised as a Muslim. But at a later age, he started to get interested in it. And he is a kind of rebecker, as we sometimes call it.;DI05;(1,)
16;De_Dienst_afl_3_seg_16;0 days 00:04:00.760000;0 days 00:04:01.560000;Liesbeth; Een herbekeerling.; A rebecker.;DI05;(1,)
17;De_Dienst_afl_3_seg_17;0 days 00:04:01.560000;0 days 00:05:23.880000;Bart; Een herbekeerling, dus iemand die wel moslim roots heeft, maar er eigenlijk niet actief iets mee gedaan heeft. En pas op latere leeftijd dat hij een beetje gaat herontdekken. Linda was niet heel erg op haar gemak toen ze werd gesproken. Dat kan natuurlijk zijn vanwege het feit dat ze met de AIVD spreekt, maar het had ook te maken met dat ze toch een beetje bang is voor Sander. Of in ieder geval dat ze zich heel ongemakkelijk bijvoelt. In het begin dat zij samen kwamen te wonen, dat is al een paar jaar geleden, op die studentenflat, toen gingen ze eigenlijk heel vriendschappelijk met elkaar om. Sander is een wat bijzondere jongen, hij is wat rigide in zijn opvattingen, af en toe ook wel radicale opvattingen. Maar goed, dat vond ze eigenlijk ook altijd wel leuk, gewoon goede gesprekken met hem gehad. En ze gingen echt op vriendschappelijke voet met elkaar om. Alleen Sander werd eigenlijk steeds wat strikter in zijn opvattingen van de islam. Je zag het aan zijn uiterlijk, hij ging zijn baard laten staan, hij ging andere kleding dragen, maar op een gegeven ogenblik ook in zijn gedrag. En dat begon ze eigenlijk vervelend te vinden, want het werd echt heel afstandelijk. Hij wilde haar geen hand meer geven, hij wilde niet meer met haar alleen in één ruimte zitten. Dat vond ze gewoon heel moeilijk om daarmee om te gaan. Op dit moment hebben ze eigenlijk nauwelijks meer contact met elkaar en ze vinden het gewoon een beetje een nare situatie.; A rebecker. So someone who does have Muslim roots. But has actually not actively done anything with it. And only at a later age that he will rediscover a bit. Linda was not very comfortable with her. When she was spoken. That can of course be due to the fact that she speaks with the AIVD. But it also had to do with the fact that she is a bit afraid of Sander. Or at least that she feels very uncomfortable. In the beginning that they came to live together. It was a few years ago on that student flat. Then they actually got along very friendly with each other. Sander is a bit of a special boy. He is a bit rigid in his views. Sometimes radical views. But anyway, she actually liked that. Just had good conversations with him. And they really got along with each other on a friendly level. But Sander actually became a bit stricter in his views of Islam. And yes, you saw it on his appearance. He was going to leave his beard. He was going to wear other clothes. But at some point also in his behavior. And she actually started to find that annoying. Because it really became very distant. He didn't want to give her a hand anymore. He didn't want to be alone with her in one room anymore. Yes, she just found it very difficult to deal with that. At the moment they hardly have more contact with each other. And yes, they just find it a bit of a nasty situation.;DI05;(1,)
18;De_Dienst_afl_3_seg_18;0 days 00:05:23.880000;0 days 00:05:25;Liesbeth; Maar ze wonen wel nog samen?; But they still live together.;DI05;(4,)
19;De_Dienst_afl_3_seg_19;0 days 00:05:25;0 days 00:08:48.560000;Bart; Ze wonen daar nog wel in de studentenwoning. De docent was het ook al opgevallen dat Sander zich anders is gaan kleden. Je had ook de baard en de kleding en dergelijke, maar goed dat kan gewoon een gevalletje zijn van mensen die gewoon wat orthodoxer zijn. Dus daar was hij eigenlijk niet op aangeslagen. Maar hij heeft in het voorbijgaan, dat was eigenlijk het eerste element wat hij gezien had, dat hij had gezien dat er een zwarte ISIS-vlag op zijn screensaver stond van zijn telefoon. Daar was hij echt al een beetje op aangeslagen. Hij had nog even gecheckt op internet, was dat nou echt die ISIS-vlag? Ja, hij zag wel dat het echt die ISIS-vlag was. Sander komt al maanden niet meer naar de colleges. Het enige wat hij bezoekt zijn de practica. Dus het concreet omgaan met chemische stoffen. En tijdens die practica heeft Sander zijn vragen gesteld over explosieve stoffen. En het ging echt alleen maar over explosieve stoffen. Toen de docent hem daarop aansprak van waarom vraag je alleen maar dat en waarom heb je het niet over de andere zaken die passen in het curriculum van dit hele trimester. Maakte Sander de indruk dat hij eigenlijk niet meer zo geïnteresseerd is in de studie zelf en dat hij gewoon concrete informatie wil hebben. Dat leek erop alsof hij die studie eigenlijk helemaal niet af wil maken. De docent wist ook nog te melden om wat voor stoffen het ging. Wat voor stoffen werden genoemd en misschien is dat goed om ook nog even op te schrijven. Ethyldiamine. Waterstofperoxyden van een hoge concentratie. En wat ook wel opvallend was is dat de docent Sander een keer heeft betrapt met een fles nitromethaan bij de chemikalie kast. En Sander zette die fles snel terug toen hij merkte dat de docent zag dat hij dat in zijn handen had. Ik heb een van onze explosieve experts deze namen van deze stoffen voorgelegd. En zij gaf aan dat dit echt wel elementen zijn, bestanddelen zouden kunnen zijn voor een explosief. Dan is er nog een ander element. Dat is dat een medestudent met een moslim achtergrond. Het is opgevallen, die heeft een beetje een geschilletje gehad met Sander. Dat was omdat Sander had zijn oortjes op tijdens een practicum. En de medestudent hoorde dat er op zijn telefoon jihadistische nasheeds werden afgedraaid. Nasheeds zijn een soort gezangen zonder muziek. En heel vaak zit daar een soort jihadistische component in. En omdat deze jongen het Arabisch verstond en hoorde waarover gezongen werd, kon je ook echt horen dat het jihadisme ging. Die student heeft hem daarop aangesproken. En Sander die zei dat hij zijn bek moest houden omdat hij een nep moslim was. Ik vind het nogal wat.; They still lived together in that student flat. The teacher had already noticed that Sander was going to dress differently. Indeed, also the beard and the clothes and so on. But hey, that could just be a case of people who are just a bit orthodox. But he wasn't really interested in that. But he passed it. That was actually the first element that he had seen. That he had seen that there was a black ISIS flag on his screensaver. Of his phone. He was really a bit interested in that. He had checked it on the internet. Was that really the ISIS flag? Yes, he saw that it was really the ISIS flag. Sander has not been coming to the colleges for months. The only thing he visits is the practice. So really the concrete handling of chemical substances. And during that practice, Sander asked his questions about explosive substances. And it was really just about explosive substances. When the teacher asked him about it. Why do you only ask that? And why don't you talk about the other things that fit in the curriculum of this whole semester. Sander makes the impression that he is no longer so interested in the study itself. And that he just wants concrete information. It seemed as if he didn't want to finish the study at all. The teacher also knew how to report what kind of substances it was. The substances were mentioned. Maybe it's good to write that down. Ethyl diamine. Hydrogen peroxide from a high concentration. And what was also striking. Is that the teacher once caught Sander. With a bottle of nitromethane. At the chemical cabinet. And Sander put that bottle back quickly. When he noticed that the teacher saw that he had it in his hands. I have one of our explosive experts. These names of these substances. And she assumed. That these really are elements. At least could be components for an explosive. Then there is another element. That is that a fellow student with a Muslim background. It has been noticed. He had a bit of a fight with Sander. That was because Sander had his ears on during his internship. And the fellow student heard. That jihadist nasheeds were being played on his phone. Nasheeds are a kind of singing. Without music. And very often there is a kind of jihadist component in it. And because this boy understood Arabic and heard what was being sung. He could really hear that jihadism was going on. That student talked to him about it. And Sander said he had to keep his mouth shut.;DI05;(1, 2)
20;De_Dienst_afl_3_seg_20;0 days 00:08:48.560000;0 days 00:10:01.560000;Liesbeth; Het begint nu wel echt een serieus verhaal te worden. Van mijn verhaal dat het ook gewoon een geïnteresseerde student kan zijn, blijft weinig over. Ik denk wel dat er nu wel heel veel losse puzzelstukjes zijn die toch wel gevaarlijk kunnen zijn. Dan krijg ik het beeld van een jonge boze jongen. Die, wat je zei, de bekeerlingen zijn vaak sowieso wat radicaler in hun standpunten. Nou, rigide. Ja, dat bedoel ik. Dat ze gewoon wat standvastiger kunnen zijn en nog minder de nuance erin kunnen vinden. En als Linda zich al een paar jaar dit medische ziet gebeuren, en de docent ook, dan lijkt het alsof hij heel langzaam maar zeker ergens toch naar een andere kant aan het glijden is. En hij heeft dus dagelijks contact met die radicale prediker. Die al langer bekend staat dat hij er dit soort denkbeelden op na houdt. In combinatie met dat hij de bekeerlingen van de jonge boze jongen, in combinatie met dat hij actief op zoek is naar informatie over en stoffen om een explosief mee te maken, vraag je je af waarom je dat dan wil gaan doen?; Because he was a fake Muslim. I think something. Yes. It's starting to become a serious story now. From my story that it can be just an interested student. There is little left. I think there are a lot of loose pieces of puzzle. That can be dangerous. Then I get the image of a young angry boy. The students are often more radical in their points of view. Rigid. Rigid indeed. That they can be more stable. And can find the nuances in it even less. And if Linda has been watching this for a few years. And the teacher too. Then it seems as if he is slowly but surely going to a different direction. And he has daily contact with that radical preacher. Who has been known for a long time that he keeps these kinds of ideas. In combination with the fact that he is actively looking for information about and substances. To make an explosive. Do you ask yourself why you want to do that?;DI05;(1, 2)
21;De_Dienst_afl_3_seg_21;0 days 00:10:06.560000;0 days 00:10:33.560000;Bart; Wat wel belangrijk is, je hebt nu een x aantal dingen op een rijtje gezet, waarmee dat onheimische gevoel eigenlijk een beetje verwoordt. Alleen het vervelende is dat een onheimisch gevoel onvoldoende is om dan gelijk ook middelen in te zetten. Dus we moeten het even heel goed concretiseren wat het nou is. Laten we even beginnen bij het begin. Hij wordt steeds geloviger en ik denk met name het verhaal van Linda onderbouwt dat.; What is important is that you have now put a number of things on a list. With which that unheimic feeling is actually a bit distorted. Yes. But the annoying thing is that an unheimic feeling is insufficient to immediately put the middle in. So we really have to concretize it very well what it is. Let's start with the beginning. He is becoming more and more religious. And I think especially the story of Linda substantiates that.;DI05;(1, 2)
22;De_Dienst_afl_3_seg_22;0 days 00:10:33.560000;0 days 00:10:51.560000;Liesbeth; Welke elementen hebben we daarin? Uiterlijk, hij laat zijn baard staan, meer orthodoxe kenmerken, maar ook de omgang met vrouwen. Geen hand meer willen geven, dat daar een afstand in aan het ontstaan is. En de docent onderschrijft dat, je ziet dat ook.; What elements do we have in it? Externally. He leaves his beard. More orthodox characteristics. But also the approach to women. That they no longer want to give a hand. That a distance is being created. And the teacher subscribes that. I see that too.;DI05;(1, 2)
23;De_Dienst_afl_3_seg_23;0 days 00:10:51.560000;0 days 00:11:01.560000;Bart; Alleen dat orthodox is allemaal nog, daar kun je wat van vinden, maar dat is gewoon, dat mag. Als we dan even over gaan naar het radicale aspect, wat heb je dan?; Yes. Only that orthodox is still ... You can find something about that. But that is just allowed. If we then move on to the radical aspect. What do you have then?;DI05;(2, 4)
24;De_Dienst_afl_3_seg_24;0 days 00:11:01.560000;0 days 00:11:02.560000;Liesbeth; De Isis-vlag.; The ISIS flag.;DI05;(1,)
25;De_Dienst_afl_3_seg_25;0 days 00:11:02.560000;0 days 00:11:07.560000;Bart; Dat is al vrij richting theobresma natuurlijk, maar als je het dan over het radicale hebt?; That is already free towards terrorism, of course. But if you talk about the radical ...;DI05;(4,)
26;De_Dienst_afl_3_seg_26;0 days 00:11:08.560000;0 days 00:11:12.560000;Liesbeth; Ik vermoed als contact met deze prediger, Mehmet.; Then ... I suspect contact with this preacher.;DI05;(1, 2)
27;De_Dienst_afl_3_seg_27;0 days 00:11:12.560000;0 days 00:11:14.560000;Bart; Ja, Mehmet Urdgun.; Mehmet. Mehmet Ötgün.;DI05;(1,)
28;De_Dienst_afl_3_seg_28;0 days 00:11:14.560000;0 days 00:11:21.560000;Liesbeth; En natuurlijk zijn medestudent, die geodistische tekst heeft, horen, luisteren.; And of course his fellow student. Who has a Jihadist text. Hearing, listening.;DI05;(1, 2)
29;De_Dienst_afl_3_seg_29;0 days 00:11:21.560000;0 days 00:11:45.560000;Bart; Ja, die vind ik inderdaad ook wel. Vlag is nog iets van mogelijke provocatie van anderen, omdat je stoer bent te doen. Maar als je daadwerkelijk dingen aan het luisteren bent, ja dat is wel iets anders. Opmerking, je bent een nep-moslim. Ja, dat vind ik ook wel goed. Verder is hij natuurlijk ook aanwezig geweest bij die demonstratie van die radicale groep.; Yes, I think that too. Flag is still something of ... Provocation of others. Because that is tough to do. But if you are actually listening to things. Yes, that is ... And his remark. You are a fake Muslim. Yes, I think that is good too. He has also been present at the demonstration. Of that radical group.;DI05;(2,)
30;De_Dienst_afl_3_seg_30;0 days 00:11:45.560000;0 days 00:11:47.560000;Liesbeth; Dat behind bars.; Behind bars.;DI05;(1,)
31;De_Dienst_afl_3_seg_31;0 days 00:11:47.560000;0 days 00:11:53.560000;Bart; Dat is natuurlijk ook een element. Dus het zegt inderdaad iets over waar hij ongeveer staat qua gedachten.; That is of course also an element. So it says something about where he is. About thoughts.;DI05;(2,)
32;De_Dienst_afl_3_seg_32;0 days 00:11:54.560000;0 days 00:12:00.560000;Liesbeth; Al die dingen bij elkaar maken het steeds moeilijker om een andere verklaring te vinden.; All these things together. Make it more and more difficult. To find another explanation.;DI05;(2,)
33;De_Dienst_afl_3_seg_33;0 days 00:12:00.560000;0 days 00:12:40.560000;Bart; Het kan nog steeds zo zijn dat dit gewoon een jongen die orthodox is en die een x aantal radicale ideeën heeft. Maar je mag radicaal zijn in Nederland. Soms is dat vervelend, maar je mag wel radicaal zijn. Er is niks tegen. Het staat niet in de wet dat je niet radicaal mag zijn. Het wordt pas echt ernstig als mensen een intensie en een potentie hebben. Dus de intensie, ik heb een bepaald gedachtegoed en ik ben bereid om daar bepaalde dingen voor te gaan doen. Dat kan je ook nog hebben, maar als je niet de wapens of allerlei andere middelen hebt om daadwerkelijk er toe over te gaan, dan heb je nog niks. Dus die potentie moet er ook wel bij zijn. De practica, zijn lessen, de gehele studie, chemical engineering.; Yes, look, it can still be so. That this is just a boy who is orthodox. And who has a number of radical ideas. But you can be radical in the Netherlands. Sometimes it is annoying, but you can be radical. There is nothing against it. It is not in the law that you are not allowed to be radical. It only gets serious when people have an intention and a potential. So the intention, I want ... I have a certain idea. And I am ready to do certain things for it. You can still have that. But if you do not have the weapons or other means. To actually get over it. Then you have nothing.;DI05;(2,)
34;De_Dienst_afl_3_seg_34;0 days 00:12:40.560000;0 days 00:12:47.560000;Liesbeth; Sander heeft inmiddels best een hoop kennis van zaken. En dus potentie. Ja, wat zou je willen doen?; So that potential must also be there. The practice, his lessons, the whole study. Chemical engineering. Sander now has quite a lot of knowledge of things.;DI05;(1, 2, 4)
35;De_Dienst_afl_3_seg_35;0 days 00:12:51.560000;0 days 00:13:05.560000;Mixed; Ik zou eigenlijk nu wel eens willen horen waar die gesprekken over gaan met Mehmet. Ja, snap ik. Ik ook. En dat zegt mijn gevoel ook, maar ik moet zeggen, ik mis nog wel iets in de argumentatie.; So potential. Yes, what would you like to do? I would like to hear what those conversations are about. With Mehmet. I understand.;DI05;(2, 3)
36;De_Dienst_afl_3_seg_36;0 days 00:13:06.560000;0 days 00:13:20.560000;Bart; Ik denk wel dat het goed is dat we de gesprekken met Mehmet hebben. Ik denk wel dat het goed is dat we nog eventjes teruggaan naar Ton. Om te kijken, hebben we het nou eigenlijk genoeg? Ik twijfel namelijk nog heel erg of we hiermee genoeg hebben.; Me too. And that says my feeling too. But I have to say, I still miss something in the argumentation. I do think it is good that we go back to Ton. To see if we actually have enough. I doubt very much if we have enough with this.;DI05;(0,)
37;De_Dienst_afl_3_seg_37;0 days 00:13:20.560000;0 days 00:13:23.560000;music; Ik denk het namelijk niet. Ja.; I do not think so. Yes.;DI05;(2,)
38;De_Dienst_afl_3_seg_38;0 days 00:13:23.560000;0 days 00:13:27.560000;Bart; Het kan nog teveel gewoon een jongen zijn die radicaal in zijn gedachte is.; It can still be too much just a young man. Who is radically in his mind.;DI05;(2,)
39;De_Dienst_afl_3_seg_39;0 days 00:13:27.560000;0 days 00:13:30.560000;Liesbeth; Die loopt te provoceren, die wat wild om zich heen slaat.; Who is going to provoke. Who wants to do something.;DI05;(2,)
40;De_Dienst_afl_3_seg_40;0 days 00:13:30.560000;0 days 00:13:34.560000;Bart; Maar waarvan je eigenlijk nog niet weet of hij daadwerkelijk over zal gaan tot iets.; But of which you actually do not know yet. How far should someone go before you as an IFD say yes?;DI05;(2,)
41;De_Dienst_afl_3_seg_41;0 days 00:13:35.560000;0 days 00:13:43.560000;Liesbeth; We gaan ook heel erg zijn privacy schenden. En dat moet in evenwicht zijn met elkaar. Daar moet iemand gaan voordat je als AFD wel zegt. Ja, ik kan daar geen...; Yes, I can not ... It is not science. I think this is quite a lot, all together.;DI05;(2,)
42;De_Dienst_afl_3_seg_42;0 days 00:13:44.560000;0 days 00:13:45.560000;Bart; Het is geen wiskunde.; And yes, it can be a provoking 20-year-old.;DI05;(2,)
43;De_Dienst_afl_3_seg_43;0 days 00:13:50.560000;0 days 00:14:01.560000;Liesbeth; Ik vind dit best wel veel allemaal bij elkaar. En ja, het kan een provocerende twintiger zijn. Maar hoe bond moet iemand het maken voordat er ingegeven wordt? En voordat we gaan tappen?; But how bond should someone make it before it is given? And before we start tapping? I do not know. I do not know. I do not know. I do not know.;DI05;(2, 4)
44;De_Dienst_afl_3_seg_44;0 days 00:14:02.560000;0 days 00:14:36.560000;Bart; Zullen we het dan zo doen dat ik nog even met Ton hierover ga praten? Ja. Ik ga een aantal zaken aan hem voorleggen. Ik sluit niet uit dat we gaan tappen. Ik denk dat het goed is als je eventjes met een audiobewerker gaat praten. Zeker als je een telefoon tap of een internet tap... of allerlei andere inhoud van communicatie gaat krijgen. Dan kom je eigenlijk tot de essentie. Dan hoor je heel vaak die intentie. Dan hoor je dus, mensen praten met elkaar. Je weet nu nog niet wat Sander over de telefoon bespreekt met Mech met Uzeguni.; Shall we do it that way? That we ... That I'm going to talk to Ton about this. Yes. I'm going to present a number of things to him. I do not rule out that we are going to tap. I think it is good if you talk to an audio processor for a while. Especially if you tap a phone or an internet. Or any other content of communication is going to get. Then you actually come to the essence. Then you often hear those intentions. So people talk to each other. You still do not know what Sander is talking about on the phone with Meghmet Uzguni.;DI05;(2,)
45;De_Dienst_afl_3_seg_45;0 days 00:14:40.560000;0 days 00:14:59.560000;Liesbeth; Ik ga praten met een audiobewerker. Dat is iemand die de taps uiteindelijk gaat beluisteren en analyseren. Vaak zijn dit native speakers en dat kan voor gevoelige situaties zorgen. Want niet elk land of elke cultuur is er blij mee als iemand voor de AIVD besluit te werken. Ik zal in de tram een collega nooit gedacht zeggen.; I'm going to talk to an audio processor. That is someone who will eventually listen and analyze the taps. Often these are native speakers. And that can cause sensitive situations. Because not every country or every culture is happy to work with someone for the IFD decision. I will never say a colleague in the tram.;;
46;De_Dienst_afl_3_seg_46;0 days 00:14:59.560000;0 days 00:15:11.560000;Andrea; Je hoort de stem van Dana. Ik heb zelfs gehad dat ik op mijn vakantieadres een collega twee weken lang heb gezien op afstand. Wij zagen elkaar. We hebben geen moment contact gezocht.; I even had that I saw a colleague on my holiday address for two weeks. At a distance. We saw each other. We did not have a moment to contact.;;
47;De_Dienst_afl_3_seg_47;0 days 00:15:13.560000;0 days 00:15:19.560000;Liesbeth; Zij luistert mensen af, maar nu zit zij voor de microfoon. Hoe vindt ze dat? Heel gek.; Very strange.;;
48;De_Dienst_afl_3_seg_48;0 days 00:15:19.560000;0 days 00:15:28.560000;Andrea; Ja, het is heel gek om zo te mogen praten over iets waar ik eigenlijk niet over mag praten. Nu gaan mensen jou beluisteren.; Yes, it is very strange to be allowed to talk about something that I am not allowed to talk about. Now people are going to listen to you.;;
49;De_Dienst_afl_3_seg_49;0 days 00:15:28.560000;0 days 00:15:33.560000;Liesbeth; Ja, dus ik geef mijn stem weg. Is dat iets waar je over nadenkt?; Yes, so I give my voice away. Yes, is that something you think about?;;
50;De_Dienst_afl_3_seg_50;0 days 00:15:33.560000;0 days 00:15:40.560000;Andrea; Ik weet hoe goed ik een stem kan onthouden. Iemand die ik jaren geleden heb afgeluisterd kan ik nog herkennen.; I know how well I can keep my voice. Someone I listened to years ago, I can still recognize.;;
51;De_Dienst_afl_3_seg_51;0 days 00:15:41.560000;0 days 00:15:46.560000;Liesbeth; Dana is dus audiobewerker. Op de werkvloer worden ze ook wel audio's genoemd.; Dana is therefore an audio processor. On the workflow they are also called audios.;;
52;De_Dienst_afl_3_seg_52;0 days 00:15:46.560000;0 days 00:16:36.560000;Andrea; Een audiobewerker is eigenlijk een taal- en culturspecialist. Een audio luistert, vertaalt en bewerkt alles wat hij binnenkrijgt op de koptelefoon. En dat kan zijn een telefoonopname, het kan zijn een microfoonopname. Daarnaast zijn er audio's die internet-sites bekijken, open informatie vergaren en vertalen en ook weer interpreteren. En het is zo dat ook audio's meegaan naar afspraken. En daar treden ze op als tolkvertaler. Hoeveel talen spreek je zelf? Ehm, even kijken hoor. Nou, uiteraard Nederlands. Ja. En dan heb ik nog wel drie talen die ik wel aardig beheers om te luisteren. En dan nog twee waarvan ik zeg, nou dat is op middelbare schoolniveau.; An audio processor is actually a language and culture specialist. An audio listens, translates and processes. Everything he gets in on the phone. And that can be a phone recording. It can be a microphone recording. In addition, there are audios that look at internet sites. Open information gathering and translating and also interpreting. And it is so that audios also go to agreements. And there they appear as a translator. How many languages ​​do you speak yourself? Let's see. Of course Dutch. And then I have three more languages ​​that I manage to listen to. And then two more of which I say, well, that is at secondary school level.;;
53;De_Dienst_afl_3_seg_53;0 days 00:16:36.560000;0 days 00:16:40.560000;Liesbeth; Als je moet tellen hoeveel talen je spreekt, dan zijn het er nou. Nou, ik spreek ze niet allemaal.; If you have to count how many languages ​​you speak, then they are high. Well, I don't speak them all.;;
