sep=;
;seg_id;start;end;speaker;transcription;translation;DI;label
10;De_Dienst_afl_1_seg_10;0 days 00:03:14;0 days 00:03:58;Bart; Dat kun je doen. Ik vind het zelf een ontzettend leuke serie. Er komen af en toe dingen naar voren die ik herken. Maar het gros is gewoon heel erg leuk, maar niet zo heel realistisch. Wat realistisch is, is dat er een aantal zaken in voorkomen die wij ook mogen doen. Zoals het afluisteren van mensen, microfoons ergens, stallen mensen observeren door middel van een volgploeg. We kunnen met mensen praten, we kunnen met iedereen gaan praten. Maar ik maak in het dagelijks leven eigenlijk geen bommen onschadelijk. En als ik naar Carrie kijk, de hoofdpersoon van Homeland, die doet ongeveer het werk van 80 personen binnen die dienst. Ze doet echt een helftje op.; You can do that. I think it's a very nice series. Sometimes things come up that I recognize. But the gross is just very nice, but not very realistic. What is realistic is that there are a number of things that we are allowed to do. Such as listening to people, microphones somewhere, stables, people observing by means of a follow-up team. We can talk to people. We can talk to everyone. But in daily life, I don't make bombs harmless. And when I look at Kerry, the head of Homeland, she does about 80 people's work within that service. So she does a great job.;;
11;De_Dienst_afl_1_seg_11;0 days 00:04:01;0 days 00:04:09;Liesbeth; Oké, Homeland is dus niet helemaal realistisch. Maar wat klopt er dan wel van mijn beeld? En hoe gaan echte AIVD'ers te werk?; Okay, so Homeland is not completely realistic. But what is right about my image? And how do real AIVDers work?;;
12;De_Dienst_afl_1_seg_12;0 days 00:04:09;0 days 00:04:18;Bart; We proberen in ieder geval in eerste instantie de wat lichtere middelen in te zetten. Naslag in de ijzeren eigen systemen. We doen open bronnen onderzoek.; First of all, we try to use the lighter means. In addition, we use our own systems. We do open source research.;;
13;De_Dienst_afl_1_seg_13;0 days 00:04:18;0 days 00:04:24;Liesbeth; En open bronnen zijn? Kranten, internet, whatever.; And open sources are? Newspapers, the internet, whatever.;;
14;De_Dienst_afl_1_seg_14;0 days 00:04:24;0 days 00:04:29;Bart; We noemen het ook met de moeilijk woord OSINT. Open Source Intelligence.; We also call it with the difficult word OSINT. That is Open Source Intelligence.;;
15;De_Dienst_afl_1_seg_15;0 days 00:04:29;0 days 00:04:32;Liesbeth; Dat zijn de dingen die ik ook zou kunnen opzoeken.; Those are the things I could also look for.;;
16;De_Dienst_afl_1_seg_16;0 days 00:04:32;0 days 00:04:59;Bart; Maar goed, als dat onvoldoende is, en we hebben toch het idee dat er toch wel wat aan de hand is. Dat er toch wel sprake is van een mogelijke dreiging. Dan hebben we de mogelijkheid om alweer andere middelen in te gaan zetten. En dat varieert van het inzetten van een observatieploeg. Dus dat zijn de mensen die in de auto's of te voet achter mensen aangaan om te kijken wat ze aan het doen zijn. We kunnen telefoon stappen. We kunnen proberen binnen te dringen in geautomatiseerde werken.; Things that you can also look for. But if that is insufficient, and we still have the idea that something is going on. That there is still talk of a possible threat. Then we have the opportunity to use all kinds of other means. And that varies from the use of an observation team. So those are the people who are in the cars or behind people to see what they are doing. We can use the telephone. We can try to intervene in automated work.;;
17;De_Dienst_afl_1_seg_17;0 days 00:04:59;0 days 00:05:09;Liesbeth; Binnen dringen in geautomatiseerde werken. Hekken dus. Als ik het zo hoor, kunnen en mogen ze best wel heel erg veel. Maar dat gaat vast niet zomaar.; Intervene in automated work. So hacking. When I hear it, they can and can do a lot. But that's probably not the case.;;
18;De_Dienst_afl_1_seg_18;0 days 00:05:09;0 days 00:05:36;Bart; Op het moment dat een medewerker een bepaald middel wil gaan inzetten. Dan moet het in ieder geval langs de eerste lijn in geven. Dus het teamhoofd, wat ik ben. Maar het gaat ook langs de juristen. Het gaat langs de hele lijn. Dus de hele managementlijn gaat eigenlijk door. Vaak tot aan het diensthoofd. Tot aan de DG, de directeur generaal van de dienst. En dan kan het ook nog naar de minister toe gaan. En dan wordt het ook nog eens getoetst door de TIP.; When a employee wants to use a certain means. Then it must at least give the first line. So the head of the team, what I am. But it also goes along with the lawyers. It goes along the whole line. So the whole management line actually goes through. Often up to the head of the service. Up to the DG, the director general of the service. And then it can also go to the minister. And then it is also tested once again by the TIP.;;
19;De_Dienst_afl_1_seg_19;0 days 00:05:37;0 days 00:05:55;Liesbeth; Dus zelfs de minister wordt nog gecontroleerd door de TIP. De Toetsingscommissie Inzet Bevoegdheden. Dat is een commissie die bestaat uit twee rechters en een technisch specialist. Die bepaalt of je wel echt iemand mag afluisteren bijvoorbeeld. Maar voordat de zaak zover is, hoe begint een onderzoek eigenlijk? Het kan uit eigen inlichtingen komen.; So even the minister is still being checked by the TIP. The Test Commission. That is a commission consisting of two judges and a technical specialist. Which determines whether you can really listen to someone, for example. But before the case is so far. How does a research actually start? It can come from your own insights.;;
20;De_Dienst_afl_1_seg_20;0 days 00:05:55;0 days 00:06:55;Bart; Het kan via de politie komen. Het kan uit open bronnen komen. Dat er iets komt waarvan je niet denkt dat het een dreiging is. Maar waarvan onze analisten zeggen het is wel iets heel bijzonders. Daar moeten we even verder naar kijken. Wat ook gebeurt is dat er gewoon heel veel meldingen binnenkomen. We hebben een frontoffice. Mensen kunnen gewoon naar ons telefoonnummer bellen. Dan kunnen ze bellen en zeggen ik heb iets gezien, ik heb iets gehoord. Het bevalt me niet. Ik ben naar de politie toe gegaan. Die zeiden daar gaan we niks mee doen maar bel even met de AIVD. Dan bellen ze naar ons en dan horen we iets. Dat kunnen dan mensen zijn die heel betrokken zijn. En die iets gehoord hebben. Maar het kunnen ook mensen zijn die heel erg verwart zijn. En die dingen zien die niemand anders ziet. Maar zij wel. Overal moet je daar dus doorheen proberen te kijken. Is dit nou wel iets of is het nou niet iets? Op het moment dat er een bepaalde elementen aan vastzitten van dit zou wel eens een dreiging kunnen gaan betekenen. Dan kunnen we een vooronderzoek doen of een verkennend onderzoek.; It can come from the police. It can come from open sources. That something comes from which you do not think it is a threat. But from which our analysts say, hey, but it is something very special. We have to look further at that. What also happens is that a lot of messages come in. We have a front office. People can just call our phone number. And then say, I saw something. I heard something. I do not like it. I went to the police. They said, we are not going to do anything with that. But call the AFD. And then they call us. And then we hear something. And that can be people who are very involved. And who have heard something. But it can also be people who are very confused. And who see things that no one else sees. But they do. So you have to try to look through that everywhere. Is this something or is it not something? As soon as certain elements are attached. That this could sometimes mean a threat. Then we can do a preliminary investigation.;;
21;De_Dienst_afl_1_seg_21;0 days 00:06:55;0 days 00:07:09;Liesbeth; Maar stel een bewerker, dat is iemand die leiding geeft aan het onderzoek. Ik dus, de komende weken. Komt met informatie dat er nu iets staat te gebeuren. Dan lijkt het me een behoorlijk bureaucratisch proces om tot aan de minister toe toestemming te krijgen om actie te ondernemen.; Or a thorough investigation. But imagine a contractor. That is someone who gives guidance to the investigation. So I, in the coming weeks. Comes with information that something is happening now. Then it seems to me quite a bureaucratic process. To get permission from the minister to take action.;;
22;De_Dienst_afl_1_seg_22;0 days 00:07:09;0 days 00:07:56;Bart; Als op het moment dat er nu iets gaande is dan komt bijvoorbeeld een bewerker, iemand die in mijn team zit. Komt naar mij toe, die zegt Bart we moeten nu dat en dat gaan doen. Want die en die informatie hebben we en er staat gewoon iets te gebeuren. Ik probeer dan zo snel mogelijk de mensen boven mij te informeren die zeggen direct naar de DG. De DG die moet ik proberen te overtuigen van de noodzaak. En die kan eigenlijk gelijk de minister bellen. En de minister kan dan mondeling toestemming geven. En dan moeten we achteraf natuurlijk de hele verantwoording moeten we nog kunnen doen. Dus we moeten alles op schrift zetten. We moeten ook nog eens een keer de tip op de hoogte gaan brengen van datgene wat we aan het doen zijn. Wat we al gedaan hebben. En die kunnen achteraf nog zeggen dat was niet rechtmatig. Dus dat moet je allemaal terug gaan draaien. Maar dan hebben we in ieder geval op dat moment datgene gedaan wat we moesten doen.; If at the moment that something is happening now. Then, for example, a contractor comes. Someone who is in my team. Yes. Comes to me and says, Bart, we have to do this and that now. Because we have that information. And something is just about to happen. I try to inform the people above me as soon as possible. They say, directly to the DG. The DG, I have to try to convince them. Of the emergency. And they can actually call the minister right away. Yes. And the minister can then give oral permission. And then we have to go back. Of course, we still have to be able to do all the responsibility. So we have to write everything down. And we also have to bring the tip up again. Of what we are doing. What we have already done. Yes. And they can still say afterwards. Yes, that was not fair. So you have to turn it all back. But then at least at that moment. We did what we had to do.;;
23;De_Dienst_afl_1_seg_23;0 days 00:07:58;0 days 00:08:02;Liesbeth; Wat verbaast je? Waar moest je het meest aan wennen? Want het is geen standaard baan.; What surprised you? Where did you have to get used to most? Because it is not a standard job.;;
24;De_Dienst_afl_1_seg_24;0 days 00:08:02;0 days 00:09:33;Bart; Nee zeker niet. Ik vond het schokkend om opeens de privacy van mensen te schenden. De eerste keer dat ik een telefoon tap. Dat ik dat hoorde. Dat ik een gesprek mocht afluisteren. Ja. Vond ik echt schokkend. Ik dacht ik zit gewoon nu een gesprek af te luisteren wat andere mensen nu met elkaar aan het houden zijn. En ik ben aan het meeluisteren. En dat vond ik echt heel raar. Het gekke is daar wen je ook weer snel aan. Maar je mag er eigenlijk niet helemaal aan wennen. Je bent eigenlijk continu meer privacy van mensen aan het schenden. Als je die bijzondere inlichtingmiddelen aan het inzetten bent. Maar ik weet nog dat ik daar echt een beetje van schrok. En ook weer heel spannend vond. Dus dat is heel dubbel op zo'n moment. Dat vond ik bijzonder. Wat ik heel bijzonder vond. Was dat ik de krant las. Over bepaalde onderwerpen. En dat ik merkte dat ik veel meer van zo'n onderwerp afwist. Dat ik zei zo zit het niet. Want ik weet namelijk hoe het wel zit. Omdat ik naar dat en dat onderwerp kijk. En de krant beschrijft het zo goed mogelijk. Maar ik weet dat er iets anders achter zit. En ik weet dat je dat op een andere manier zou moeten zien. Dus ik ging op een hele andere manier de krant lezen. Dat vond ik ook heel gaaf. Dat je gewoon zo dicht bij het vuur zit.; No, certainly not. What I ... I found it ... Shocking. To suddenly. To shame the privacy of people. The first time I tapped a phone. That I heard that. That I could listen to a conversation. Yes. I was really shocked. I thought, hey, I'm just listening to a conversation now. What other people are doing with each other now. And I'm listening along. And I thought that was really weird. The crazy thing is, you get used to it again quickly. But you are not allowed to get used to it completely. Because you are actually continuously. You are embarrassing people's privacy. If you are using those special information. But I still remember that I was really a bit shocked. And also very exciting. So that's very double at the moment. But I thought that was special. I found it ... What I found very special. Was that I read the newspaper. About certain subjects. And that I noticed that I knew much more about such a subject. That you say, but that's not how it is. Because I know how it is. Because I look at that and that subject. And the newspaper describes it as well as possible. But I know that there is something else behind it. And I know that you should actually see it in a different way. So I went to read the newspaper in a very different way. I thought that was very cool. That you are just so close to the fire.;;
25;De_Dienst_afl_1_seg_25;0 days 00:09:33;0 days 00:09:39;Liesbeth; En daar snijdt Bart een interessant punt aan. Want hoe is het om met zoveel geheimen te moeten leven?; And that's where Bart cuts an interesting point. Because how is it to have to live with so many secrets?;;
26;De_Dienst_afl_1_seg_26;0 days 00:09:39;0 days 00:10:27;Bart; Er gebeuren hier zaken die heel spannend zijn. Waar je heel enthousiast over bent. Of waar je juist heel erg van geschrokken bent. Waar je echt diep door geraakt bent soms. En daar kun je niet over praten. Wel in algemeenheden. Mijn vrouw, daar kan ik gewoon mee praten. Dus op het moment dat er iets gebeurd is. Dan ga ik echt wel met haar praten. Ik kan alleen niet de details vertellen. Ik kan niet vertellen heel specifiek wat er gebeurd is. Maar zij ziet wel heel duidelijk aan mij. Als er iets gaande is. En ik neem ook de ruimte om haar zo goed en zo kwaad mogelijk. Enigszins abstract te vertellen. Ik ben ook heel trots op mijn werk. En op wat ik doe. En op de organisatie waar ik werk. Mag jij vertellen aan mensen waar je werkt eigenlijk?; Things happen here that are very exciting. That you are very enthusiastic about. Or that you are very shocked by. That you are really deeply touched sometimes. And you can't talk about that. But in general. I can just talk to my wife. So when something has happened. Then I'm really going to talk to her. I can't just tell the details. I can't tell very specifically what exactly happened. But she can see very clearly to me if something is going on. And I also take the space to tell her as good and as bad as possible. Only abstractly. I am also very proud of my work. And what I do. And the organization where I work. Can you tell people where you work?;;
27;De_Dienst_afl_1_seg_27;0 days 00:10:27;0 days 00:10:29;Liesbeth; Behalve liefdes van je vrouw?; Except for your wife?;;
28;De_Dienst_afl_1_seg_28;0 days 00:10:29;0 days 00:10:37;Bart; In principe niet. Maar die inschatting maak ik zelf. Wat ik wel en wat ik niet. In ieder geval aan wie ik het wel en aan wie ik het niet vertel.; In principle not. But I estimate that myself. What I do and what I don't do. At least who I do and who I don't tell.;;
29;De_Dienst_afl_1_seg_29;0 days 00:10:37;0 days 00:10:47;Liesbeth; Maar op een kringverjaardag of op een verjaardag. En als mensen vragen wat doe jij Bart? Ik vertel dat ik bij het ministerie van Binnenlandse Zaken werk. En daar laat je dan bij? Daar laat ik het dan bij.; But on a birthday or on a birthday. And what do you do when people ask what you do Bart? I tell them that I work at the Ministry of International Affairs. And you leave it with that? And I leave it with that. Okay, but there are people who keep asking.;;
30;De_Dienst_afl_1_seg_30;0 days 00:10:47;0 days 00:10:51;Bart; Maar er zijn vast mensen die je dan doorvragen? Ja.; Yes. And I have a story with that.;;
31;De_Dienst_afl_1_seg_31;0 days 00:10:51;0 days 00:10:55;Liesbeth; Heb je het standaard? Ja.; And I'll tell you that. Yes, and you know.;;
32;De_Dienst_afl_1_seg_32;0 days 00:10:55;0 days 00:11:09;Bart; Je kunt het beste zo dicht mogelijk bij de waarheid blijven. Ik doe ook, naast het feit dat ik teamhoofd ben, een aantal projecten. En dat zijn ook projecten die zich buiten de dienst afspelen. Dus ik kan ook gewoon vertellen over dat soort projecten.; You can stay as close to the truth as possible. In addition to the fact that I am the head of the team. I also do a number of projects. And those are also projects that also take place outside the service. So I can also just tell about those kinds of projects.;;
33;De_Dienst_afl_1_seg_33;0 days 00:11:09;0 days 00:11:13;Liesbeth; In het algemeen. Wat voor projecten zijn dat?; In general. What kind of projects are those?;;
34;De_Dienst_afl_1_seg_34;0 days 00:11:13;0 days 00:11:21;Bart; Dat kan ik nu niet echt over zeggen. Omdat ik daarmee mezelf misschien ook weer een beetje weggeef. Wat ik dan niet wil tijdens een podcast.; Yes, I can't really talk about that right now. Because I might give myself away a bit with that. What I don't want during a podcast.;;
35;De_Dienst_afl_1_seg_35;0 days 00:11:21;0 days 00:11:31;Liesbeth; Snap je? Zo ingewikkeld is het af en toe. Ja precies. Je moet niet met een bodeltje te veel in de kroeg staan. Dat is geen probleem.; Oh, then you recognize people. Yes, that's how complicated it is from time to time. Yes, exactly. You don't have to stand in the pub with a bottle too much.;;
36;De_Dienst_afl_1_seg_36;0 days 00:11:31;0 days 00:12:49;Bart; Dat zit zo in jou inmiddels? Dat zit zo ingebakken. Dat is wel een van de zaken die we binnen het dienst echt goed voor elkaar hebben. We hebben een uitermate goede werksfeer hier. Je merkt ook wel dat omdat je het thuis niet kwijt kunt. Dat je het heel erg bij elkaar zoekt. Het is even te denken of ik een voorbeeld kan noemen. In de periode dat Isis nog een staat was. Er gebeuren de meest gruwelijke dingen natuurlijk in dat land. In de islamitische staat. Er werden mensen gemarteld. Er werden mensen geëxecuteerd. Colleges van mij moesten dat dagelijks bijhouden. Om te kijken wie hierbij zijn betrokken. Zitten hier mensen tussen die wij kennen. Vaak waren die mensen met een bivakmuts op. Maar soms stonden ze ook gewoon met hun gezicht. Waren ze herkenbaar. De collega's die dat doen. Die worden dus de hele dag geconfronteerd. Met de meest gruwelijke dingen die ze moeten bekijken. Uiteindelijk zijn ze er ook wel ingetraind. Om juist niet meer naar die gruwelijkheden te kijken. Maar ik geef het iets te doen om daar continu naar te moeten kijken. En daar proberen we de zaken uit te halen die voor ons van belang zijn.; That's not a problem. Oh, that's in you right now. No, that's really in there. That is one of the things that we do really well within the service. We have an extremely good working atmosphere here. You also notice that because you can't lose it at home. That you look for it together all the time. Just to think if I can give an example. In the period when ISIS was still in power. The most horrible things of course happened in that country. Yes. In the Islamic State. People were martyred, people were executed. Colleagues of mine had to keep that up every day. Yes. To see who was involved. Are there people here that we know? Often those people had a bivouac hat on. But sometimes they were just there with their faces. Were they recognizable? The colleagues who do that. They are confronted all day. Unbelievable. With the most horrible things they have to look at. And eventually they are trained to look deeper into those horrors. But I give it my all to keep looking at it. And try to get the things out of it that are important to us.;;
37;De_Dienst_afl_1_seg_37;0 days 00:12:51;0 days 00:12:53;Liesbeth; Dit lijkt me heel zwaar.; This seems very heavy to me.;;
38;De_Dienst_afl_1_seg_38;0 days 00:12:53;0 days 00:12:59;Mixed; Hoe ziet een gemiddelde werkdag voor Bart er eigenlijk uit? Dat is behoorlijk saai denk ik als ik het ga vertellen.; What does an average working day look like for Bart? It's pretty boring I think if I'm going to tell you.;;
39;De_Dienst_afl_1_seg_39;0 days 00:12:59;0 days 00:13:09;Bart; Ik kom binnen. Sochens hou ik een stand-up. Dus we zitten even met een hele team bij elkaar. Wat is er gaande? Wat ben je vandaag aan het doen? Zijn er dingen die andere mensen moeten weten?; I come in, in the morning I have a stand-up. So we sit together with the whole team. What is going on? What are we going to do today? Are there things that other people should know?;;
40;De_Dienst_afl_1_seg_40;0 days 00:13:09;0 days 00:13:13;Liesbeth; Met al die teams dus? Nee, met mijn eigen team.; With all those teams? No, no, with my own team. Only with my own team.;;
41;De_Dienst_afl_1_seg_41;0 days 00:13:13;0 days 00:13:31;Bart; Ik maak her en der even een praatje. Hoe staat het met jouw onderzoek? Ik ben een deel van de dag binnenkwijt aan het bekijken van een soort inzetformuleren. Dus mensen in mijn team willen bepaalde inlichtingemiddelen gaan inzetten. Ik moet daar toestemming voor geven. Ik moet controleren of het allemaal goed is.; I make a speech every now and then. How is your research going? How is your research going? I spend most of the day looking at some kind of input formulas. So people in my team want to use certain information resources. I have to give them permission. I have to check if everything is fine. Those are pretty lame texts.;;
42;De_Dienst_afl_1_seg_42;0 days 00:13:31;0 days 00:13:35;Liesbeth; Dat zijn behoorlijke lappen tekst. Dat zijn dus de afluisterdingen?; So those are the listening things? For example. Yes.;;
43;De_Dienst_afl_1_seg_43;0 days 00:13:35;0 days 00:13:53;Bart; Daar moet ik goedkeuringen of afkeuringen voor geven. Dat ze dingen op een andere manier moeten gaan doen. Verder bespreek je gewoon de strategie. Er komen nieuwe dingen binnen. Hoe beoordelen we dat? Verder ben ik natuurlijk met mijn collega's teamhoofden. Dat klinkt inderdaad best wel als een gewone saaie kantoorbaan.; And then I have to give good reviews or reviews. I have to give them permission. I have to say that they have to do things in a different way. Then you just discuss the strategy. New things come in. How do we assess that? Then of course I am with my colleagues. I have a lot of discussions with my colleague team leader. That does indeed sound like a normal boring office job.;;
44;De_Dienst_afl_1_seg_44;0 days 00:13:53;0 days 00:13:55;Liesbeth; Maar dat is het natuurlijk niet.; But of course it is not.;;
45;De_Dienst_afl_1_seg_45;0 days 00:13:55;0 days 00:15:15;Bart; Qua terrorisme hebben we een hele zware periode achter de rug. Dat er de hele week en in het weekend continu aanslagen waren. Overal in Europa. Dat we dat probeerden te monitoren. Met andere diensten te overleggen. Wat is dit? Kunnen we iets in Nederland verwachten? Zijn er linken naar Nederland toe? Dan sta je eigenlijk continu aan. Dan probeer je dat ook af en toe even af te wisselen met collega's. Pak jij nu even de verantwoordelijkheid. Dat ik even iets niet hoef te doen. Maar goed, je blijft toch een beetje dingen volgen. Het is enerzijds heel vermoeiend. Het is stressvol. Maar het is ook verslavend. Je wil er gewoon bij zijn. Het voelt als een zware verantwoordelijkheid. Het voelt als een hele gewilde verantwoordelijkheid. Ik heb zelf ook wel ervaren. Ik heb wel ervaren niks zo erg als je was met verlof. En er gebeurde iets waar je je verantwoordelijk voor voelt. Waar je bij betrokken bent. Maar op dat moment ben je er niet van. Want je hebt de verantwoordelijkheid even aan iemand anders te geven. Omdat je thuis iets had. Of omdat je op verlof was. Dat vond ik eigenlijk erger. Dat ik er niet bij betrokken was.; In terms of terrorism, we have a very difficult period behind us. That there were continuous attacks during the whole weekend. Everywhere in Europe. And that we tried to monitor that with other services. What is this? Can we expect something in the Netherlands? Are there links to the Netherlands? Then you are actually constantly on. Yes. Then you try to exchange that with colleagues from time to time. Do you take responsibility now? That I don't have to do something for a day. You keep following things. On the one hand it is very exhausting. It is stressful. But it is also addictive. You just want to be there. It feels like a heavy responsibility. It feels like a very wild responsibility. I have also experienced nothing as bad as ... You were on leave and then something happened. What you feel responsible for, what you are involved in. But at that moment you are not. Because you have given the responsibility to someone else. Because you had something at home. Or because you were on leave. I actually thought that was worse. That I was not involved. Than that I was involved.;;
46;De_Dienst_afl_1_seg_46;0 days 00:15:15;0 days 00:15:23;Misaligned; Dan dat ik er wel bij betrokken was. Terug naar de case over de student en explosieven.; Back to the case about the student and explosives.;;
47;De_Dienst_afl_1_seg_47;0 days 00:15:23;0 days 00:15:31;Liesbeth; Waar ik de komende afleveringen als bewerker keuzes in moet gaan maken. Dat begint dus allemaal bij een telefoontje van een bezorgde burger.; Where I have to make choices in the coming episodes as a contractor. That all starts with a phone call from a concerned citizen.;;
48;De_Dienst_afl_1_seg_48;0 days 00:15:31;0 days 00:15:58;Bart; Er is een melding binnengekomen. Bij ons frontoffice. Daar hebben we het volgens mij net al even aan gestipt. Ons frontoffice is het punt waar alle inlichtingen bij ons binnenkomen. En waar ook een eerste oordeel gemaakt wordt. Welk team zou dit kunnen? Is dit belangrijk genoeg? En uiteindelijk is dit een casus. Waarvan het frontoffice in ieder geval geoordeeld heeft. Dit moet bij dit CT-team terechtkomen.; A message has arrived. At our front office. I think we have just typed it. Our front office is the point where all information comes in. And where a first judgment is made. Which team could this be? Is this important enough? And in the end this is a case. Where the front office has judged. This must come to this CT team.;DI01;(1,)
49;De_Dienst_afl_1_seg_49;0 days 00:15:58;0 days 00:16:03;Liesbeth; En het CT-team, dat is een contraterrorisme-team. Het is een melding vanuit het land.; And the CT team is a counter-terrorism team. It is a message from the country.;DI01;(1,)
50;De_Dienst_afl_1_seg_50;0 days 00:16:03;0 days 00:16:21;Bart; Het is dus niet van een collega-dienst. Het is dus niet van de politie. Het is gewoon een melding van een burger. Die ons frontoffice gebeld heeft. En toch iets ziet waar hij zich zorgen om maakt. Het betreft een docent. En het is heel goed dat je nu je aantekeningenboekje pakt.; It is not from a colleague service. It is not from the police. It is just a message from a citizen. Who has called our front office. And still sees something. Where he is worried about. It concerns a teacher. It is very good that you now take your signature book.;DI01;(1,)
51;De_Dienst_afl_1_seg_51;0 days 00:16:21;0 days 00:16:23;Liesbeth; Ik heb een aantekeningenboekje nodig.; I have a signature book.;DI01;(2,)
