sep=;
;seg_id;start;end;speaker;transcription;translation;DI;label
10;De_Dienst_afl_5_seg_10;0 days 00:04:14;0 days 00:05:12;Bart; We hebben Sander gevonden. Dan is er nog andere informatie. Anas Almagrebbi heeft een tweet de wereld in gestuurd. Waarin hij claimt, ik lees het even op, dat hij zeer verheugd is. Omdat een Westerse strijder zich bij hem heeft gevoegd om getraind te worden om martelaar te worden. Het spel gaat nu wel iets veranderen. Je kunt ervan uitgaan dat deze tweet internationaal opgevangen wordt. En niet alleen door inlichting- en veiligheidsdiensten, maar ook door media. Door allerlei overheden. En dit gaat wel bekend worden. Dit gaat echt wel tot wat de reuring leidde. Een Westerse strijder die martelaar wil worden vanuit ISIS. Dus hier kunnen vragen over gaan komen.; We found Sander. Then there is some other information. Anas Al-Maghrebi has sent a tweet to the world. In which he claims, I will read it for a moment, that he is very excited. Because a Western fighter has joined him. To be trained to become a martyr. The game is now going to change something. You can assume that this tweet will be received internationally. And not only by intelligence and security services, but also by the media. By all kinds of governments. And this is going to be known. This is really going to lead to some commotion. A Western fighter who wants to become a martyr. From ISIS.;DI08;(1, 2)
11;De_Dienst_afl_5_seg_11;0 days 00:05:12;0 days 00:05:26;Mixed; Is het gebruikelijk dat een tweet op die manier wordt verstuurd? ISIS, zeker in de tijd dat zij nog een staat waren, besteden heel veel tijd en moeite aan hun propaganda.; So questions can come over here. Is it usual that a tweet is sent in that way? Yes, ISIS, especially in the time they were still in power.;DI08;(1, 2, 4)
12;De_Dienst_afl_5_seg_12;0 days 00:05:26;0 days 00:06:12;Bart; En zij hebben heel vaak berichten de wereld in gestuurd op basis waarvan er een hoop onrust ontstond in de Westerse landen. Waarbij de veel foto's van belangrijke gebouwen in allerlei hoofdsteden naar voren kwamen. En waarbij er gedreigd werd met de meest vreselijke dingen. En iedere keer leidde dat toch ook wel weer tot een extra paraatheid bij de verschillende diensten. En een hoop aandacht in de media. En ook een hoop onzekerheid binnen de politiek en binnen de samenleving. We denken dat het nu wel verstandig is om de politieken, de politieken, de politieken... We denken dat het nu wel verstandig is om deze informatie tijdig richting onze politieke afnemers te gaan brengen.; Spent a lot of time and effort on their propaganda. And they have very often sent messages to the world. Based on which a lot of unrest arose in the Western countries. Where the many photos of important buildings in all kinds of capitals emerged. And where there was a threat with the most terrible things. And every time it led to an extra parade at the various services. And a lot of attention in the media. And also a lot of uncertainty within politics and society. We think it is wise to bring this information in time. Towards our politicians.;DI08;(1, 2)
13;De_Dienst_afl_5_seg_13;0 days 00:06:12;0 days 00:06:14;Liesbeth; En dat bedoel je de minister?; And you mean the minister?;DI08;(4,)
14;De_Dienst_afl_5_seg_14;0 days 00:06:14;0 days 00:07:02;Bart; Dat bedoel je de minister, verschillende ministeries, de korpschef van de landelijke eenheid, het OM. Wat we willen met dit soort zaken is dat mensen in zo'n vroegtijdig stadium, de mensen die er echt iets mee moeten... Dat die in zo'n vroegtijdig stadium worden geïnformeerd zodat zij zich ook kunnen gaan voorbereiden op eventuele acties die ze moeten gaan ondernemen. Wat je niet wilt is dat je hem door de politie laat oppakken, bijvoorbeeld op een vliegveld of in de haven. En dat er dan nog allemaal andere medestanders van hem zijn die dezelfde aanslag zouden kunnen uitvoeren. Het risico is zelfs dat op het moment dat je hem oppakt, dat je mensen in zijn omgeving allateert... En dat die in een wanhoop staat zelf tot een aanslag overgaan, dat is in het verleden ook wel gebeurd.; You mean the minister. Various ministries. The head of the national unit. The OM. What we want with these kinds of things. Is that people in such an early stage. The people who really have to do something with it. That they are informed in such an early stage. So that they can prepare themselves for any actions they have to take. What you don't want. Is that you let him pick up by the police. For example on an airport or in the harbor. And that there are all other members of him. Who could carry out the same attack. The risk is even. That the moment you pick him up. That you alert people in his environment. And that he goes to an attack in a hurry. That has happened in the past.;DI08;(1, 2)
15;De_Dienst_afl_5_seg_15;0 days 00:07:02;0 days 00:07:04;Liesbeth; Om zijn plek in te nemen?; To take his place.;DI08;(4,)
16;De_Dienst_afl_5_seg_16;0 days 00:07:04;0 days 00:07:10;Bart; Om zijn plek in te nemen en omdat ze zelf bang zijn dat ze binnenkort ook opgepakt gaan worden en dan maar zo snel mogelijk een aanslag gaan plegen.; To take his place. And because they are afraid that they will be picked up soon. And then take an attack as quickly as possible.;DI08;(1, 2)
17;De_Dienst_afl_5_seg_17;0 days 00:07:15;0 days 00:07:31;Liesbeth; Bleef het onderzoek tot nu toe binnen de muren van Zoetermeer? Het gaat nu de buitenwereld in. Stap 1 zijn de politieke afnemers, de mensen die er daadwerkelijk wat mee moeten gaan doen. Ik ga praten met iemand die namens de AFVD het contact met de Haagse vierkante kilometer onderhoudt.; Has the investigation so far been within the walls of Zoetermeer? It is now entering the outside world. Step one are the politicians. The people who really have to do something with it. I am going to talk to someone who on behalf of the AFD. Keep in touch with the Haagse square kilometer.;DI08;(1, 2, 3)
18;De_Dienst_afl_5_seg_18;0 days 00:07:31;0 days 00:07:51;Rob; Dat betekent dat ik eigenlijk advies geef aan de directeur-generaal en directeuren verder van het dienst. Politiek bestuurlijk advies eigenlijk. Of als het nodig is voor de minister dan wel via de directeur-generaal. Maar ook als er iets speelt in de media wat heel erg blikvangt of waar de AFVD een rol in heeft.; That means that I actually give advice to the director general. And the directors further from the service. Political administrative advice actually. Yes. Or if necessary for the minister. Then via the director general. But also if there is something in the media that captures a lot. Or where the AFD has a role.;;
19;De_Dienst_afl_5_seg_19;0 days 00:07:51;0 days 00:08:00;Liesbeth; Pas op, hij is adviseur bestuurlijke ondersteuning. Hij informeert de directeuren, ministers en anderen op hoog niveau over dit soort serieuze zaken waar zij iets mee moeten.; This is Rob. He is an advisor to administrative support. He informs the directors, ministers and others at a high level. About these kinds of serious matters.;;
20;De_Dienst_afl_5_seg_20;0 days 00:08:00;0 days 00:08:30;Rob; Je hebt normaal allerlei commissies in de Tweede Kamer die in het openbaar over alle onderwerpen moeten kunnen spreken. Staatsgeheimen informatie is dat wat lastig, dus er is een aparte commissie voor gemaakt. En eigenlijk puur voor de controle op het werk van de diensten. De MIVD en AIVD is er een speciale commissie, de CIVD. En mijn aflevering bereidt die ook altijd voor, voor de DG en de minister. En daar zijn wij dan ook echt leidend in. En daar heeft een communicatie bijvoorbeeld weer minder mee te maken. Omdat het ook in principe niet in de buitenwereld komt wat daar besproken wordt.; Where they have to do something with it. You normally have all kinds of committees in the House of Representatives. Which in public about all subjects should be able to speak. Yes. State secret information is a bit difficult. So there is a separate committee made for it. And actually purely for the control of the work of the services. The MIVD and AIVD is a special committee. The CIVD. And my department always prepares that for the DG and the minister. Yes. And there we are really leading. And that has less to do with communication, for example. Yes. Because that doesn't come into the outside world either.;;
21;De_Dienst_afl_5_seg_21;0 days 00:08:30;0 days 00:08:35;Liesbeth; Hoe lang werk je al voor de AIVD? Vier jaar. En hoe ben je hier terecht gekomen?; What is discussed there. How long have you been working for the AIVD? Four years. And how did you get here?;;
22;De_Dienst_afl_5_seg_22;0 days 00:08:35;0 days 00:09:09;Rob; Ik heb hiervoor in de Tweede Kamer gewerkt. Een paar jaar achter de schermen. En het leek me op een gegeven moment heel erg leuk om een bestuurlijke rol te vervullen aan de kant van de regering. En dan in het bijzondere domein veiligheid. En dat kwam heel goed samen omdat ze op dat moment dat ik op zoek was hier een bestuurlijke ondersteuner actief aan het werven waren. Ze zochten nog iemand die ook in het parlement, die daar een beetje de weg kent. Of in ieder geval de parlementaire wereld een beetje kent.; I worked here in the second room before. A few years behind the scenes. And at one point it seemed very nice to me. To fulfill a administrative role. On the part of the government. And then yes, a special domain of security. Yes. And that came together very well. Because at that moment I was looking for a administrative supporter. They were actively designing. They were actually looking for someone who was also in parliament. Who knows the way a bit. Or at least knows the parliamentary world a bit.;;
23;De_Dienst_afl_5_seg_23;0 days 00:09:10;0 days 00:09:14;Liesbeth; Je bent op de hoogte van de zaak die wij bespreken in deze serie.; You are at the height of the case that we discuss in this series.;;
24;De_Dienst_afl_5_seg_24;0 days 00:09:14;0 days 00:09:16;Rob; De zaak van Sander.; Yes.;;
25;De_Dienst_afl_5_seg_25;0 days 00:09:16;0 days 00:09:24;Liesbeth; We zijn dus nu op het punt dat hij in dat trainingskamp zit. En in overleg met Bart wordt er nu een inlichting, een bericht uitgestuurd.; The case of Sanderm. Yes. We are now at the point that he is in that training camp. And in consultation with Bart. An enlightening message is now being sent out.;;
26;De_Dienst_afl_5_seg_26;0 days 00:09:24;0 days 00:09:37;Rob; Ja, wij kijken nog mee van nou staat alles erin wat er in moet staan? Of hebben we nog opmerkingen erbij? Ook met een politiek bestuurlijke bril. Proberen we met name na te denken oké als partners dit lezen, wat voor vragen gaan ze dan stellen?; Yes. We are still looking at whether everything is in it. Exactly. What should be in it. Or do we still have comments? Also with a political administrative glasses. Yes. We are mainly trying to think about it. Okay, as partners read this. What kind of questions are they going to ask?;;
27;De_Dienst_afl_5_seg_27;0 days 00:09:37;0 days 00:09:43;Liesbeth; En hebben we daar dan ook een antwoord op? En hoe lang is zo'n bericht? Moet ik dan denken aan een groot dossier of is dit een e-mail?; And then we also have an answer to that. And how long is such a message? Do I have to think about a large file?;;
28;De_Dienst_afl_5_seg_28;0 days 00:09:43;0 days 00:09:47;Rob; Vaak 2 pager, 2 pagina's, kan korter kan langer zijn.; Or is this an email? Often two pages.;;
29;De_Dienst_afl_5_seg_29;0 days 00:09:47;0 days 00:09:50;Liesbeth; Maar meestal zit dat erin.; It can be shorter, it can be longer. Okay. But most of the time it is in there.;;
30;De_Dienst_afl_5_seg_30;0 days 00:09:50;0 days 00:10:00;Rob; En dan met een essentie van dat mensen direct in een paar bullets kunnen lezen van oké de kern zit hieronder, of is dit dit? Met daaronder een wat uitgebreidere uitleg en wat inschattingen van de dienst.; Yes. And then with an essence that people can immediately read in a few bullets. Okay, the core is down here. What is this? With a somewhat more extensive explanation.;;
31;De_Dienst_afl_5_seg_31;0 days 00:10:00;0 days 00:10:09;Liesbeth; En wat vind je van het moment in deze zaken waarop het inlichtingenbericht wordt verstuurd? Is dat vroeg, is dat laat, is dat normaal?; And some estimates of the service. And what do you think of the moment in this case in which the enlightening message is sent? Do you think that is early? Is that late? Is that normal?;;
32;De_Dienst_afl_5_seg_32;0 days 00:10:09;0 days 00:10:42;Rob; Nou ja op het moment dat we ook inschatten dat mensen vragen aan ons kunnen gaan stellen hierover. Dan komt het ook op het netverlies van mensen buiten de dienst dat er iets speelt. En als je dan toch al weet dat je vragen krijgt en je ook denkt dat het goed is dat partners op de hoogte komen dat er iets speelt. En als ze misschien daar in ieder geval over na moeten gaan denken wat ze op een later moment moeten gaan doen. Dan kan het goed zijn om daar nu al mensen actief over te informeren met zo'n inlichtingenbericht.; What should we do? Well, the moment that we also estimate that people can ask us questions about this. Then it also comes at a loss of people outside the service. If something is playing. And if you already know that you are getting questions. And you also think that it is good that partners are aware that something is playing. And that they may at least have to think about what they should do at a later moment. Can it be good to inform people about it now? With such an enlightening message.;;
33;De_Dienst_afl_5_seg_33;0 days 00:10:42;0 days 00:10:49;Liesbeth; En wordt zo'n bericht in een afgesloten kist dan naar de partners gebracht?; And is such a message brought to the partners in a closed box?;;
34;De_Dienst_afl_5_seg_34;0 days 00:10:49;0 days 00:11:07;Rob; Soms kan dat per courier nog zelfs gebeuren. Het ligt er ook een beetje aan wat voor aansluiting partners hebben. Elke van ons hebben ook een beveiligde verbinding. Dus dan kunnen wij via een beveiligde lijn een e-mail sturen met het bericht erin. Waar niet op gehandeld mag worden.; Sometimes it can even happen per courier. It also depends a bit on what kind of connection partners we have. But many of us also have a secure connection. So then we can send an e-mail via a secure line with the message in it. Yes. Where it may not be traded.;;
35;De_Dienst_afl_5_seg_35;0 days 00:11:07;0 days 00:11:10;Liesbeth; Dus het is alleen voor informatie? Eigenlijk wel.; So it's just for information? Actually yes.;;
36;De_Dienst_afl_5_seg_36;0 days 00:11:10;0 days 00:11:41;Rob; Als het gaat om een persoon of een organisatie mag je eigenlijk nooit maatregelen nemen op de persoon of organisatie op basis van een inlichtingbericht. Waarom niet? Omdat het staatsgeheime informatie is. En die informatie eigenlijk in de buitenwereld niet gebruikt mag worden. Dus je kunt er bijvoorbeeld in een rechtszaal, kan die informatie niet geopend worden. Dus dan kun je er niks mee. Je hebt nog wel een andere variant. Dat is meer een amtsbericht.; When it comes to a person or an organization. You are never allowed to take measures on the person or organization on the basis of an enlightening message. Why not? Because it is state secret information. And that information may not be used in the outside world. So you can, for example, in a court room. That information cannot be disclosed, so you can't do anything about it. You also have another variant. That is more of an official message.;;
37;De_Dienst_afl_5_seg_37;0 days 00:11:41;0 days 00:11:43;Liesbeth; Een amtsbericht? Een amtsbericht, ja.; An official message? An official message.;;
38;De_Dienst_afl_5_seg_38;0 days 00:11:43;0 days 00:12:16;Rob; Daar mogen partners wel actief op handelen. Die informatie is ook niet staatsgeheim. Daar kan eigenlijk vaak in veel korter gezegd worden vanuit de taak van het dienst en het oog van de Nationale Veiligheid. Zien we dit gevaar en heeft deze persoon betrekking. En nog wat meer informatie over de casus. En dat kan bijvoorbeeld het OM ook gebruiken, het Openbaar Ministerie, om de politie erbij te trekken en actief maatregelen op de persoon of organisatie te nemen.; Yes. Partners are allowed to act actively on that. That information is also not state secret. It can often be said much shorter. Well, from the task of the service and the eye of national security we see this danger. And it has something to do with this person. And then a little more information about the cases. Yes. For example, the OM can also use the public ministry to involve the police. And actively take measures on the person or organization.;;
39;De_Dienst_afl_5_seg_39;0 days 00:12:17;0 days 00:12:29;Liesbeth; Dus een inlichtingenbericht is staatsgeheim en enkel bedoeld om te informeren. En een amtsbericht is wat daarop volgt, waarmee daadwerkelijk actie ondernomen kan worden en waar informatie in staat die gebruikt mag worden in een rechtszaal.; So an enlightening message is state secret and only intended to inform. And an official message is what follows. With which action can actually be undertaken. And where information can be used in a court room.;;
40;De_Dienst_afl_5_seg_40;0 days 00:12:29;0 days 00:12:38;Rob; Als de dreiging heel acuut wordt en we kunnen het voldoende onderbouwen, dan gaat natuurlijk zo'n amtsbericht heel snel. Dan kan ik mondeling zelfs. Ja.; If the threat becomes very acute and we can substantiate it sufficiently. Then of course such an official message goes very quickly. I can even smear it if necessary.;;
41;De_Dienst_afl_5_seg_41;0 days 00:12:38;0 days 00:12:47;Liesbeth; Als het desnoods als het moet. In ons geval zou dat zijn als Sander bijvoorbeeld terug is gekomen naar Nederland en we wel weten wat en waar hij van plan is. Dan zou je naar het amtsbericht gaan.; In our case it would be if Sander came back to the Netherlands. And we do know what and where he is planning. Yes.;;
42;De_Dienst_afl_5_seg_42;0 days 00:12:47;0 days 00:13:53;Rob; En wat altijd meespeelt is de afweging. Want hoe langer je iemand laat lopen, hoe meer je ook van iemand te weten kan komen. Dus dat is altijd het spanningsveld tussen willen handelen en de dreiging eigenlijk aanpakken. Maar op het moment dat je dat vroeg in het proces doet, ken je minder van hem. Als we inschatten dat bericht veel doet bij partners of dat het veel beroering geeft... dan maken we ook wel de inschatting dat het goed is om een warm overdrag te doen, zo noemen we dat. Dat we eigenlijk in persoon ook het bericht overbrengen. Wekelijks is er eigenlijk een moment dat de ministers bij elkaar zitten. Waar eigenlijk wekelijks alle belangrijke berichten van de diensten ook wel besproken worden. Dus dan zit de minister-president met de minister van Veiligheid en Justitie... minister van Binnenlandse Zaken en Buitenlandse Zaken bij elkaar... om ook de belangrijkste berichten die die week ervoor of de dagen ervoor zijn uitgestuurd... te behandelen en alle onderwerpen die relevant zijn te bespreken.; Then you would go to the official message. And what always plays along is the consideration. Because the longer you let someone walk, the more you can get to know someone. So that is always the field of tension. Between wanting to act and actually tackling the threat. Yes. But the moment you do that early in the process. You also know less about him. If we estimate that the message does a lot with partners. Or that it gives a lot of touch. Then we also make the assessment that it is good to do a warm transfer. That we actually transfer the message in person. Weekly there is actually a moment that the ministers are together. Where actually weekly all important messages from the services are also discussed. So then the Prime Minister is together with the Minister of Security and Justice. Minister of Internal Affairs, Foreign Affairs. To also the most important messages that were sent out that week or the days before. To deal with all relevant subjects.;;
43;De_Dienst_afl_5_seg_43;0 days 00:13:53;0 days 00:13:56;Liesbeth; Interessante vergaderingen moeten dat zijn tussen die ministers?; To discuss. Those must be interesting meetings between those ministers.;;
44;De_Dienst_afl_5_seg_44;0 days 00:13:56;0 days 00:13:59;Rob; Ja, afhankelijk van hoe politiek het wordt.; Yes. Depending on how political it becomes.;;
45;De_Dienst_afl_5_seg_45;0 days 00:13:59;0 days 00:14:18;Liesbeth; Af en toe ook zo doen. Chips en cola. We hebben het nu natuurlijk steeds over de zaak Sander. En ook over best dat grote zaak, grote dreiging. Ik neem aan dat jullie niet tientallen van dit soort inlichtingenberichten per week eruit sturen. Hoop ik.; Sometimes I do it like that. Yes exactly. Chips and Cola. We are now of course always talking about the case Sander. And also about the big one. Well, that big case, big threat. I assume that you do not send dozens of these kinds of information messages a week. I hope.;;
46;De_Dienst_afl_5_seg_46;0 days 00:14:18;0 days 00:14:27;Rob; Nee, dat klopt denk ik wel. Het is wel een uitzonderlijke zaak inderdaad die wel echt alle aandacht vraagt.; No, I think that's right. It is indeed an exceptional case. And that really asks for all attention.;;
47;De_Dienst_afl_5_seg_47;0 days 00:14:27;0 days 00:14:31;Liesbeth; Dus het inlichtingenbericht moet geschreven worden? De partners moeten op de hoogte gesteld worden?; So the information message must be written. The partners must be raised.;;
48;De_Dienst_afl_5_seg_48;0 days 00:14:31;0 days 00:14:42;Rob; Ja, en proberen een beetje in te schatten wat politici... en als het op een gegeven moment breder in de krant terecht komt... hoe grote druk dan wordt en wat we dan moeten doen.; Yes, and try to estimate a bit what politicians ... And if it gets wider in the newspaper at some point. How big of a pressure it will be and what we have to do.;;
49;De_Dienst_afl_5_seg_49;0 days 00:14:42;0 days 00:14:44;Liesbeth; Hoe denk jij dat politici hierop zouden reageren?; How do you think the politicians would react to this?;;
50;De_Dienst_afl_5_seg_50;0 days 00:14:44;0 days 00:14:49;Rob; Ja, die gaan helemaal... die worden helemaal zenuwachtig, zullen we maar zeggen.; Yes, they are going to be completely ... They will be completely nervous, shall we say.;;
51;De_Dienst_afl_5_seg_51;0 days 00:14:49;0 days 00:14:50;Liesbeth; Ja?; Yes?;;
52;De_Dienst_afl_5_seg_52;0 days 00:14:50;0 days 00:15:03;Rob; Ja, dat is heel spannend. Want er zijn weinig zaken voor een politicus die... als het mogelijk verliest van levens door terrorism, dat is gewoon topprioriteit.; Yes, yes, yes. That is very exciting. Because there are few things for a politician ... If possible loss of life by terrorism. That is just a top priority.;;
53;De_Dienst_afl_5_seg_53;0 days 00:15:05;0 days 00:15:23;Liesbeth; Misschien naïef van mij, maar ik had me eigenlijk helemaal niet gerealiseerd... dat er binnen de dienst mensen zijn die zich speciaal richten op de Haagse contacten. Die heel belangrijk zijn, zeker als de buitenwereld lucht krijgt van lopende onderzoeken... zoals nu in onze zaakstaaten gebeuren. Want Bart komt met een nieuwe ontwikkeling aan.; Maybe naive of me. But I had not realized at all ... That there are people in the service ... Who focus on the Haagse contacts. Who are very important. Especially if the outside world gets air from current research. As is now happening in our state of affairs. Because Bart is coming up with a new development.;DI09;(1, 2)
54;De_Dienst_afl_5_seg_54;0 days 00:15:26;0 days 00:15:58;Bart; Sander heeft een tweet de wereld in gestuurd... met de volgende tekst. We gaan het Westen nieuwe doden geven om te herdenken. En dat vind ik niet... hier word ik niet blij van als ik dit hoor. En waar we eerst ook nog dachten dat het niet uitgesloten zou zijn... dat die mogelijk daarin gezet zou worden... zegt hij nu het Westen nieuwe doden geven.; Sandra sent a tweet to the world. With the following text. We are going to give the West a new death to rethink. And I don't think ... I won't be happy if I hear this. And where we first thought ... That it would not be excluded ... That it would possibly be used there. Yes. Now he says, give the West a new death.;DI09;(1,)
55;De_Dienst_afl_5_seg_55;0 days 00:15:58;0 days 00:16:08;Liesbeth; Waarbij toch wel grote kans is dat dat dus om Nederland gaat. Dat zou je kunnen hebben over dodenherdenking.; Where the big chance is that it is going around the Netherlands. You could have that about death thinking.;DI09;(1, 2)
56;De_Dienst_afl_5_seg_56;0 days 00:16:09;0 days 00:16:56;Bart; Ja, dat gevoel krijg ik er wel bij. Kijk, die tweet is nu openbaar. Dat komt waarschijnlijk vanuit ISIS-media. Dat gaat naar de sociale media binnen no time in de reguliere media. En dat ligt binnen een uur overal op tafel. En met deze formulering gaan mensen in Nederland... ook omdat die in het Nederlands gesteld is... dat gaat om doden geven om te herdenken. En met dodenherdenking in de nabije toekomst... gaan mensen dat in ieder geval denken. Wat nu de ervaring in ieder geval leert... is dat de media heel snel bij ons op de stoep staan...; Yes, I get that feeling. Look, that tweet is now public. That comes from probably from ISIS media. That goes to the social media. Within no time in the regular media. And that lies within an hour. Everywhere on the table. And with this formulation ... People go to the Netherlands. Also because it is Dutch. It's about giving death to rethink. And with death thinking in the near future. People are going to think that anyway. What the experience now at least learns is that ... The media are very quick to get to us.;DI09;(1, 2)
57;De_Dienst_afl_5_seg_57;0 days 00:16:56;0 days 00:17:11;Mixed; om te vragen wat hier aan de hand is en wat ze hiermee moeten. Ik heb ook al een smsje gekregen van onze woordvoerder... met de vraag wat weten wij en wat kunnen we naar buiten brengen. Die woordvoerder wil ik wel spreken...; To ask what is going on here and what they have to do with it. I have also received an SMS from our spokesperson. With the question, what do we know and what can we bring out? I want to speak to that spokesperson.;DI09;(1, 2, 3)
58;De_Dienst_afl_5_seg_58;0 days 00:17:11;0 days 00:17:14;Liesbeth; want dat lijkt me geen makkelijke positie.; Because that doesn't seem like an easy position for me.;;
59;De_Dienst_afl_5_seg_59;0 days 00:17:14;0 days 00:17:26;Inge; Woordvoerders leven vaak juist op de onverwachte dingen. De spanning van het moment, de snelheid die er nodig is... het overleg dat je met deze en gene moet hebben... is soms heel irritant.; Speakers often live on the unexpected things. The tension of the moment. The speed that is needed. The conversation that you have to have with this and that. Is sometimes very irritating.;;
