seg_id;start;end;speaker;transcription;translation
De_Dienst_afl_4_seg_10;0 days 00:03:42;0 days 00:03:48;Bart; Ja, daar vonden wij eigenlijk ook binnen het team. We zeiden van oké, hij spreekt hier zo'n bedreiging uit.; ...and a lot of information came out of it. We actually found that within the team... ...that we said, okay, he is talking about such a threat here...
De_Dienst_afl_4_seg_11;0 days 00:03:48;0 days 00:03:50;Liesbeth; Hij laat hier zo duidelijk blijken.; ...he makes it so clear here...
De_Dienst_afl_4_seg_12;0 days 00:03:50;0 days 00:03:54;Bart; Hij laat eigenlijk de achterste van z'n tong zien zonder dat hij doorheeft dat het gefilmd wordt.; ...he actually shows the back of his tongue... ...without him knowing that it is being filmed.
De_Dienst_afl_4_seg_13;0 days 00:03:54;0 days 00:03:57;Liesbeth; Als het even over intentie, dan zit daar toch een hoop in?; If we are talking about intention...
De_Dienst_afl_4_seg_14;0 days 00:03:57;0 days 00:04:01;Bart; Inderdaad, ja. En er komt informatie uit.; ...then there is hope in it. Indeed, yes.
De_Dienst_afl_4_seg_15;0 days 00:04:01;0 days 00:04:04;Liesbeth; Ik heb hier een aantal dingen op een rijtje gekregen van het team.; And then the information comes out. I got a couple of things on a list here from the team.
De_Dienst_afl_4_seg_16;0 days 00:04:05;0 days 00:06:01;Bart; Uit de tap blijkt dat Sander contact heeft met Usgun, de radicale prediker. Dat wist hij natuurlijk al uit de verkeersgegevens, maar er komt dus ook inhoud over. En uit die inhoud kunnen we vaststellen dat hij niet slechts orthodox is. Hij heeft gesprekken met Usgun en die gaan echt veel verder dan dat. Hij is behoorlijk ver in zijn radicalisering. En hij heeft ook aangegeven in die gesprekken dat hij bereid is om geweld te gebruiken. Nadigegegevens ontbreken. We weten niet wat voor geweld, maar hij is overduidelijk bereid om geweld te gaan gebruiken. Hij heeft zichzelf ook een andere naam aangemeten. Dat lijkt hij wel een beetje als een soort schuilnaam te gebruiken. Saif al-Din. En wat helemaal interessant is, en ik denk dat we daarmee echt wel zeker weten dat dit foute boel is. Hij onderhoudt contact met een leider van ISIS die een trainingskamp leidt in Libië, Derna om precies te zijn. Deze leider van ISIS, die heet Anas al-Maghribi. Die heeft al langer de warme belangstelling van collega's uit een ander team binnen de dienst. Welk team? Dat is een ander CT-team die wat internationale kijkt. Het telefoon van deze meneer Anas is gegeven. En wat wij kunnen doen is dus vragen uitzetten bij dat collega-team hier binnen de dienst. Of zij iets meer aan ons kunnen vertellen over die Anas. Maar ook, als zijn middelen gehakt zijn. Of via die middelen ook communicatie met z'n ander naar voren komt. Het is best een hoop wat dan in één keer bij elkaar komt. Ja, dat is best een hoop.; From the table it turns out that Sander has contacts... ...with Mehmet Üzgün, the radical preacher. Of course, we already knew that from the traffic data... ...but there is also content about it. And from that content we can determine... ...that he is not only orthodox. He has conversations with Üzgün... ...and they really go much further than that. He is quite far in his radicalization... ...and he has also indicated in those conversations... ...that he is willing to use violence. After the data are missing... ...we don't know what kind of violence... ...but he is clearly willing to use violence. He has also given himself a different name. He seems to use it as a kind of nickname. Saif al-Din. And what is really interesting... ...and I think we really know for sure... ...that this is the wrong thing to do... ...he maintains contact with a leader of ISIS... ...who leads a training camp in Libya, Derna to be precise. This leader of ISIS... ...his name is Anas al-Maghribi. He has for a long time the warm interest... ...of colleagues from another team in the service. Which team? That is another CT team. In any case international. The phone of this man Anas is hacked. And what we can do is ask questions... ...to the colleague team here in the service... ...if they can tell us something more about that Anas... ...but also if his resources are hacked... ...or if through those resources...
De_Dienst_afl_4_seg_17;0 days 00:06:02;0 days 00:06:16;Liesbeth; Dat is best een hoop wat dan in één keer bij elkaar komt. Dat is best een hoop wat dan in één keer bij elkaar komt. Dus als dat kleine puntje van de ijsberg begint begint nu toch wel heel snel heel groot te worden. Dus als dat kleine puntje van de ijsberg begint begint nu toch wel heel snel heel groot te worden. Ja, wat vind je ervan? Ja, dat vind ik best wel eng.; ...communication with others also comes forward. This is quite a lot that then comes together at once. So when that little point of the iceberg begins... ...it starts to get very big very quickly. What do you think of that? Yes, I think that's pretty scary.
De_Dienst_afl_4_seg_18;0 days 00:06:16;0 days 00:06:18;Bart; Ja, wat vind je er eng aan?; Yes, what do you think is scary?
De_Dienst_afl_4_seg_19;0 days 00:06:18;0 days 00:06:46;Liesbeth; Dat er iemand rondloopt, die dus in een vergevorderd stadium van radicalisering is. En heeft contacten met een leider van ISIS. En heeft contacten met een leider van ISIS. En heeft contacten met een leider van ISIS. En heeft kennis van chemische stoffen door zijn college. En heeft de intentie uitgesproken om daar iets mee te doen. Dan heb je toch eigenlijk alle dingen bij elkaar. Dat er nu toch echt wel iemand rondloopt.; That someone is walking around... ...who is in a far-reaching stage of radicalization... ...has contacts with a leader of ISIS... ...has knowledge of chemical substances through his college... ...and has the intention to do something about it. Then you actually have all things together... ...that someone is really walking around now...
De_Dienst_afl_4_seg_20;0 days 00:06:46;0 days 00:06:49;Bart; Met erg kwaaie bedoelingen.; ...with very bad intentions.
De_Dienst_afl_4_seg_21;0 days 00:06:49;0 days 00:06:53;Mismatch; Dat er nu toch echt wel iemand rondloopt. Met erg kwaaie bedoelingen. Nog meer informatie.; There is even more information.
De_Dienst_afl_4_seg_22;0 days 00:06:53;0 days 00:07:09;Bart; De tab blijkt verder dat hij al een afspraak heeft gemaakt met een contact in Cairo. Hij zal worden opgehaald op het Gateway Bus Station in het centrum van de stad. En dit contact heeft een Libi's telefoonnummer.; It turns out that he has already made an appointment... ...with a contact in Cairo. He will be picked up at the Gateway bus station... ...in the center of the city. And this contact has a Libyan phone number.
De_Dienst_afl_4_seg_23;0 days 00:07:09;0 days 00:07:11;Liesbeth; Oké.; Okay.
De_Dienst_afl_4_seg_24;0 days 00:07:11;0 days 00:07:42;Bart; Dat sluit een beetje aan bij die leider in Libië. De internet tab wijst uit dat Sander op zoek is naar vluchten naar Cairo. De beoogde reisdatum valt al in de volgende week. Een voorlopige conclusie zou kunnen zijn dat hij van plan is om uit te reizen naar een strijdgebied. Om zich daar aan te sluiten bij de djerdistische strijd.; So that connects a bit with that leader in Libya. The internet tab shows that Sandor is looking for flights to Cairo. The scheduled travel date is already in the next week. For the time being, the conclusion could be... ...that he plans to travel to a combat area... ...to join the jihadist struggle.
De_Dienst_afl_4_seg_25;0 days 00:07:43;0 days 00:07:47;Liesbeth; Ja, behalve dat we hem hebben horen roepen dat hij de oorlog naar Nederland gaat halen.; Yes, except that we heard him say... ...that he is going to bring the war to the Netherlands.
De_Dienst_afl_4_seg_26;0 days 00:07:47;0 days 00:07:53;Bart; Ja, dat is ook een trainingskamp. Maar goed, in Libië vindt hij natuurlijk ook een strijdplaats.; Yes, that is also a training camp. But in Libya, of course, there is also a battlefield.
De_Dienst_afl_4_seg_27;0 days 00:07:53;0 days 00:07:55;Liesbeth; Ja.; Yes.
De_Dienst_afl_4_seg_28;0 days 00:07:55;0 days 00:07:58;Bart; Dat kan aan alle kanten nog uitgaan.; It can go in all directions.
De_Dienst_afl_4_seg_29;0 days 00:08:00;0 days 00:08:15;Liesbeth; En dan ontvoudt zich opeens een web om Sander heen waarin alles samenkomt en de zaak in een stroomversnelling belandt. Als je zoveel weet, en ook weet dat diegene de potentie heeft om hem echt kwaad aan te richten... dan moet je zo iemand toch zo snel mogelijk van straat halen.; And then a web suddenly unfolds around Sandor... ...where everything comes together... ...and the case ends up in a power cut. If you know so much... ...and also know that he has the potential... ...to really harm him... ...then you have to get someone out of the way as soon as possible.
De_Dienst_afl_4_seg_30;0 days 00:08:15;0 days 00:08:23;Bart; Het probleem is alleen dat we ook via de Marcher C informatie hebben gekregen dat Sander al weg is.; The problem is... ...that we also received information via the Marcheusee...
De_Dienst_afl_4_seg_31;0 days 00:08:25;0 days 00:08:27;Liesbeth; Dus hij gaat niet volgende week?; ...that Sandor is already gone. So he is not going next week?
De_Dienst_afl_4_seg_32;0 days 00:08:27;0 days 00:08:40;Bart; Nee, hij heeft het land al verlaten. Via de tab kwam er het naar voren dat hij volgende week zou gaan. Dat hij op zoek was naar een mogelijkheid om naar Cairo te reizen. Maar hij blijkt dus al weg te zijn.; No, he has already left the country. Through the tab it turned out... ...that he would go next week. That he was looking for a possibility to travel to Cairo. But he already appears to be gone.
De_Dienst_afl_4_seg_33;0 days 00:08:40;0 days 00:08:45;Liesbeth; Naar Cairo? Naar Cairo. Oké. Ja.; To Cairo? To Cairo. Okay, yes.
De_Dienst_afl_4_seg_34;0 days 00:08:47;0 days 00:08:49;Bart; En hij heeft zijn telefoon achtergelaten.; And he left his phone behind.
De_Dienst_afl_4_seg_35;0 days 00:08:49;0 days 00:08:50;Liesbeth; Waardoor wij...; So we...
De_Dienst_afl_4_seg_36;0 days 00:08:50;0 days 00:09:02;Bart; Hij hem niet meer kunnen horen? Ja, we zijn natuurlijk het zicht kwijt, maar we dachten natuurlijk ook van hij zit nog steeds hier in Nederland. Ja. Maar we zijn het zicht kwijt. Ja. Kortom, Sander is kwijt.; ...can't hear him anymore? Yes, we lost sight of him... ...but we also thought he was still here in the Netherlands. But we lost sight of him. In short, Sandor is gone.
De_Dienst_afl_4_seg_37;0 days 00:09:04;0 days 00:09:37;Liesbeth; Dit is het moment waarop echt duidelijk is dat Sander goed fout is. Alleen, er is geen controle meer over hem. We weten niet precies waar hij is en wat hij gaat doen. Voor ons is het natuurlijk de minst gevaarlijke optie als hij in Libië gaat vechten. Maar hij heeft al geroepen dat hij de oorlog naar Nederland wil halen. En dat is het gevaar van mensen die uitreizen. Dat ze ook weer terug kunnen komen met alle ervaring die ze hebben opgedaan. De vraag is, wat nu? Kunnen buitenlandse overheden ons helpen? Is er bijvoorbeeld contact met de Egyptische geheime dienst?; This is the moment when it is really clear... ...that Sandor is wrong. But there is no control over him anymore. We don't know exactly where he is and what he is going to do. For us, of course, it is the least dangerous option... ...if he is going to fight in Libya. But he has already called that he wants to bring the war to the Netherlands. And that is the danger of people who leave. That they can also come back... ...with all the experience they have gained. The question is, what now? Can foreign governments help us?
De_Dienst_afl_4_seg_38;0 days 00:09:37;0 days 00:09:52;Bart; We onderhouden natuurlijk hele goede contacten met andere westerse diensten. De Amerikanen, de Canadezen, et cetera. Maar goed, wij onderhouden ook contacten met heel veel diensten in heel veel andere landen.; For example, is there contact with the Egyptian secret service? Of course, we maintain very good contacts... ...with other Western services. The Americans, Canadians, etc. But we also maintain contacts...
De_Dienst_afl_4_seg_39;0 days 00:09:52;0 days 00:09:55;Liesbeth; Ja. Waaronder de Egyptische diensten. Waaronder de Egyptische diensten.; ...with a lot of services in a lot of other countries. Including the Egyptian service.
De_Dienst_afl_4_seg_40;0 days 00:09:55;0 days 00:10:49;Bart; Ja, zeker. Eigenlijk bij iedere keer als je contact zoekt met een collega dienst... moet je heel goed nadenken over wat vertel ik wel en wat vertel ik niet. Je moet sowieso altijd goed nadenken over je bronbescherming. Wat kan ik wel vertellen? Ik kan niet iets vertellen over de menselijke bronnen die ik heb. Of over de modus operandi die ik gebruik. Dus de verschillende millen die ik gebruik. Daar probeer je altijd gewoon wat terhoudend in te zijn. Maar je moet ook heel goed nadenken. Het is een middel. Je gaat aan een andere dienst. Ga je vragen om iets te vertellen over andere mensen. Over Nederlanders. In dit geval Sander. Precies. En daarmee ben je zijn privacy ook weer enorm aan het schenden. Het enige wat we weten is natuurlijk dat hij geweld wil gebruiken. Ja. Maar waar dat is, wanneer dat is, op wat voor manier dat is, weten wij niet.; Including the Egyptian service, yes. Actually, every time you look for contact... ...with a colleague service... ...you have to think very carefully about what I am telling you and what I am not telling you. You always have to think very carefully about your bodyguard. What can I tell you? I can't tell you anything about the human body I have. Or about the modus operandi I use. The different means I use. You always try to be a little cautious about that. But you also have to think very carefully. It is a means. You go to another service. You ask to tell something about other people. About Dutch people, in this case Sander. Exactly. And with that, his privacy is also greatly reduced. The only thing we know is that he wants to use violence. Yes.
De_Dienst_afl_4_seg_41;0 days 00:10:49;0 days 00:10:52;Liesbeth; Maar goed, we weten wel dat hij geweld wil gebruiken.; But we don't know where it is, when it is, in what way it is.
De_Dienst_afl_4_seg_42;0 days 00:10:52;0 days 00:10:58;Bart; Dus je kunt ook niet uitsluiten dat hij iets in Noord-Afrika gaat doen. Wat je ook niet wil.; Exactly, because it is still a general sentence for us. Yes, but we do know that he wants to use violence. So you can't rule out that he is going to do something in North Africa.
De_Dienst_afl_4_seg_43;0 days 00:10:58;0 days 00:11:01;Liesbeth; En dat is ook niet het onmogelijk scenario.; Yes.
De_Dienst_afl_4_seg_44;0 days 00:11:01;0 days 00:11:37;Bart; Is dat hij naar Egypte is gehaald door die meneer Anas. Om ergens in Noord-Afrika een aanslag te plegen. Dat weet je ook niet om iets in Cairo te gaan doen. Je zit een beetje in een gegeven moment. Om iets in Cairo te gaan doen. Je zit een beetje met het dilemma dat je hen informatie wil geven over deze zaak. Zonder dat je nou gelijk de privacy keihard schendt. En in deze maak ik me niet zo heel erg zorgen om de privacy. Als wel dat zij mogelijk gaan overreageren. Op basis van dingen waarvan je denkt, maar zo ver zijn we eigenlijk nog helemaal niet.; What you don't want. And that is not an impossible scenario. Is that he went to Egypt. By that Mr. Anas. To kill somewhere in North Africa. You don't know that either. To do something in Cairo. You are a bit with the dilemma. That you want to give them information about this case. Without the fact that the privacy is greatly reduced. And in this case I don't really care about the privacy. As well as that they may overreact. Based on things you think about.
De_Dienst_afl_4_seg_45;0 days 00:11:37;0 days 00:11:44;Liesbeth; Nou precies, want daar snij je wel iets aan. Wanneer heeft iemand geen recht meer op privacy? Dat houdt op een gegeven moment toch op.; But so far we are actually not at all. Exactly, because that's where you cut something. When does someone have no right to privacy anymore? At some point it stops.
De_Dienst_afl_4_seg_46;0 days 00:11:44;0 days 00:11:52;Bart; Dat vind ik echt een hele goede. En in dit geval kun je je afvragen. We weten iets over zijn intenties.; I think it's a very good one. I really think it's a very good one. And in this case you can ask yourself. Yes, we know something about their intentions.
De_Dienst_afl_4_seg_47;0 days 00:11:52;0 days 00:11:54;Liesbeth; We weten beperkt iets over zijn potentie.; Yes.
De_Dienst_afl_4_seg_48;0 days 00:11:54;0 days 00:12:01;Bart; Maar doelwit, doelwit land en dergelijke weten we allemaal nog niet. En er kunnen nog steeds alternatieve scenario's zijn.; We know something about their potential. But we all don't know yet. And there can still be alternative scenarios.
De_Dienst_afl_4_seg_49;0 days 00:12:03;0 days 00:12:04;Liesbeth; Zoals?; Like?
De_Dienst_afl_4_seg_50;0 days 00:12:05;0 days 00:12:06;Mismatch; Denk maar.; I think so.
De_Dienst_afl_4_seg_51;0 days 00:12:06;0 days 00:12:21;Liesbeth; Maar er komt natuurlijk een punt in een zaak. Want dat merk ik aan iedereen die ik spreek. De privacy schending weegt heel zwaar. Juridisch gezien, maar ook emotioneel gezien. Ik merkte ook aan de verhalen die mensen vertellen.; But there is of course a point in a case. Because I notice that to everyone I talk to. The privacy scandal weighs heavily. Yes. Judicial but also emotional.
De_Dienst_afl_4_seg_52;0 days 00:12:21;0 days 00:12:24;Bart; Wat het met ze doet als ze iemand afluisteren.; I also noticed the stories that people tell.
De_Dienst_afl_4_seg_53;0 days 00:12:24;0 days 00:12:38;Liesbeth; Maar ik kan me voorstellen, maar misschien is dit dus een buitenstaanderblik. Dat je op een gegeven moment die privacy denkt. Ja privacy, hallo. Het recht op privacy is een soort van... Privacy, hallo. Het recht op privacy heb je nu verspeeld.; What they do when they listen to someone. But I can imagine. But maybe this is an outsider. That at some point you think that privacy. Yes, privacy. Hello. You have now misused the right to privacy.
De_Dienst_afl_4_seg_54;0 days 00:12:38;0 days 00:13:22;Bart; Nee, dat heb je nooit verspeeld. Alleen, ik denk, des te groter de dreiging is... des te meer je genoodzaakt bent om privacy te schenden. En ik ben bereid om de privacy van iemand te schenden... als er een werkelijke dreiging vanuit gaat. Ik zou wel zijn naam met de Egyptische Dienst willen delen. Maar gewoon aankunnen geven dat wij in het kader van een onderzoek naar jihadisme... deze persoon is opgevallen en dat hij naar Cairo is gereisd. Met onbekende reden dat we op dit moment geen dreigingsinformatie hebben. Hebben we ook niet. Nee. Maar dat wij zich geïnteresseerd zijn in waar hij zich bevindt... en of hij mogelijk naar een andere locatie toevertrekt.; No, you have never misused it. Never. But I think the greater the threat is. The more you are in need. To reduce your privacy. And I am willing to reduce the privacy of someone. If there is a real threat. I would like to share his name with the Egyptian service. But just to indicate. That we are in the context of an investigation into jihadism. This person has fallen. And that he has traveled to Cairo. Yes. For unknown reasons. That we currently have no information about the threat. We don't either. No. But that we are interested in where he is. And if he may leave for another location.
De_Dienst_afl_4_seg_55;0 days 00:13:22;0 days 00:13:25;Liesbeth; Precies, en dan kan er dus een samenwerking ontstaan tussen de dienst al daar.; Exactly. And then there can be a collaboration between the service there.
De_Dienst_afl_4_seg_56;0 days 00:13:25;0 days 00:13:26;Bart; Ja.; Yes.
De_Dienst_afl_4_seg_57;0 days 00:13:26;0 days 00:13:30;Liesbeth; En dan moet je dan denken aan dat hij dan gevolgd gaat worden?; Yes. And then you have to think that he will be followed.
De_Dienst_afl_4_seg_58;0 days 00:13:30;0 days 00:13:34;Bart; Dat kan, ja. Dat je op die manier dus een volger hebt. Ja.; It can. That you are a follower in that way. Yes.
De_Dienst_afl_4_seg_59;0 days 00:13:35;0 days 00:13:42;Liesbeth; Dat lijkt me wel handig. Dat lijkt me ook heel handig. Ja. Ik wil weten waar hij heen gaat. Op dit moment zijn wij redelijk blind. We weten niet zo goed.; That seems convenient to me. That seems very convenient to me too. Yes. I want to know where you are going. At this point we are fairly blind. We don't know very well.
De_Dienst_afl_4_seg_60;0 days 00:13:42;0 days 00:14:17;Bart; We hebben dan nog die hek op die meneer Anas. Mogelijk dat daar nog wat dingen overheen gaan komen. Maar wij kunnen heel weinig middelen meer inzetten. Hij heeft zijn telefoon hierin geleverd. In ieder geval die heeft hij hier in Nederland gelaten. Dus daar hebben we geen middelen meer op. We zijn redelijk blind. Wij moeten nu eigenlijk wel een beetje gaan leunen op collegaendiensten. Je bent internationaal, ben je daar heel erg van afhankelijk. Maar je merkt ook op het counterterrorismeterrein dat iedereen wil eigenlijk een aanslag voorkomen. In welk land dan ook. Dus je probeert elkaar zo goed mogelijk op de hoogte te stellen van als er ergens een aanslag zou gaan plaatshebben.; We still have that fence on that Mr. Anas. It is possible that some things will come over there. Yes. We can't use very few resources anymore. He has delivered his phone here. Yes. In any case, he left it here in the Netherlands. Yes. So we don't have any resources anymore. So we are fairly blind. So we actually have to go a little bit now. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go. Go.
De_Dienst_afl_4_seg_61;0 days 00:14:19;0 days 00:14:36;Liesbeth; En je zei natuurlijk in de eerste aflevering dat jullie een aantal zware jaren hebben gehad als het gaat over terrorisme. Dat weten we natuurlijk allemaal. Dan openen we er weer de krant en dan stond er weer een afschuwelijk verhaal. Zijn dat dus ook dingen waarbij jullie dan constant met elkaar contact hebben?; Go. Go. Go. Go. Go. Go. We have had a number of difficult years when it comes to terrorism. Sure. Of course we all know that. Then we opened the newspaper again and then there was another different story. So are those also things in which you then have constant contact with each other?
De_Dienst_afl_4_seg_62;0 days 00:14:36;0 days 00:14:43;Bart; De Franse diensten, de Duitse diensten. Ja, continu, dagelijks. Soms zelfs het woord bestaat niet, maar uurlijk.; Yes. The French service, the German service. Yes. Continuous. Daily. Yes.
De_Dienst_afl_4_seg_63;0 days 00:14:44;0 days 00:14:51;Liesbeth; Is het ook zo dat er bepaalde diensten zijn die ergens heel goed in zijn? Dus dat je denkt... Ja, zeker wel. En dat je op die manier er gebruik van maakt?; Sometimes even the word does not exist, but hourly. Is it also the case that there are certain services that are very good at something? So you think ... Yes, certainly. And that you use it in that way?
De_Dienst_afl_4_seg_64;0 days 00:14:51;0 days 00:14:57;Bart; Ja, je weet gewoon van de ene dienst die zijn beter in dat middel en de andere dienst zijn beter in dat middel.; Yes, look, you just know from the one service that is better in that way and the other service is better in that way.
De_Dienst_afl_4_seg_65;0 days 00:14:57;0 days 00:15:00;Liesbeth; Waar is Nederland bijvoorbeeld goed in? Alles.; Where is the Netherlands, for example, in? Everything.
De_Dienst_afl_4_seg_66;0 days 00:15:01;0 days 00:15:04;Bart; Nee, ik denk dat wij heel hoog staan aangeschreven in Europa.; No, I think we are very highly registered in Europe.
De_Dienst_afl_4_seg_67;0 days 00:15:08;0 days 00:15:16;Liesbeth; Goed, we hebben Sander nu ergens in Egypte rondlopen. En vooralsnog is het onbekend waar hij precies is. Omkend waar.; Good. We now have Sander walking around somewhere in Egypt. And for now it is unknown where he is exactly. Unknown where?
De_Dienst_afl_4_seg_68;0 days 00:15:17;0 days 00:15:38;Bart; Dat gaan we de Egyptenaren vragen. Als ons internationale CT-team actief kijkt naar meneer Anas, dan weet ik zeker dat er een aantal andere diensten dat ook doen. Dat er mogelijk een samenwerking in is. Dus misschien hebben andere grote diensten, Europese diensten of andere westerse diensten, ook wel een positie op de trainingskamp op die meneer Anas.; That's what we're going to ask Egypt. If our international CT team actively looks at Mr. Anas, then I'm sure there are a number of other services that do that too. That there may be cooperation in it. And so maybe other major services, European services or other Western services, also have a position on the training camp of Mr. Anas.
De_Dienst_afl_4_seg_69;0 days 00:15:38;0 days 00:15:41;Liesbeth; En dat zou een ingang kunnen zijn? Dat zou een ingang kunnen zijn.; And that could be an entry? That could be an entry.
De_Dienst_afl_4_seg_70;0 days 00:15:42;0 days 00:16:12;Bart; Ja, dus wij zouden een memo kunnen schrijven naar bijvoorbeeld de MR6. Dat zijn de Britse inlichtingendienst. We zouden het kunnen vragen aan de Duitse inlichtingendienst, de Franse inlichtingendienst, de Amerikaanse inlichtingendienst, CIE. Om te kijken, hebben jullie mogelijke positie op dit trainingskamp in Libië? Om die en die reden? En we zouden graag willen weten of jullie iets te horen krijgen over dat en dat. En dan gaan we ook Sander van der Land daar waarschijnlijk even melden.; To the ... Yes, so we could ... We could write a memo to, for example, the MR6. Those are the British. British intelligence service. We could ask the German intelligence service, French intelligence service, the American intelligence service, CIE. And to see if they have a possible position on this training camp in Libya for that and that reason. And we would like to know if you can hear anything about that and that. And then we will also, Sander van der Land, we will probably report on that.
