seg_id;start;end;speaker;transcription;translation
De_Dienst_afl_2_seg_14;0 days 00:03:26;0 days 00:03:45;Bart; Nee, ik zit zelf bij de afdeling, bij de unit, contraterrorisme. Dus er zitten eigenlijk alleen teams in die kijken naar terrorisme. Dus ik hoef niet het ene moment naar massa-vernietigingswapens te kijken... En het volgende moment. Dus de expertise in mijn team is heel erg gericht op diëtistisch terrorisme.; No, I am in the department myself. At the unit counter-terrorism. So there are actually only teams. Who are looking at terrorism. So I don't have to look at mass destruction weapons at one point. And the next moment. So it's really just the expertise in my team. Is very focused on Jihadist terrorism.
De_Dienst_afl_2_seg_15;0 days 00:03:45;0 days 00:03:58;Liesbeth; Zoals ik in de vorige aflevering heb geleerd begint een zaak met de lichtse middelen. En in ons geval is dat een check in de eigen systemen en een OSINT-onderzoek. Oftewel Open Source Intelligence. Wat heeft dat opgeleverd over Sander?; As I have learned in the previous episode. A case begins with the lightest means. And in our case that is a check in the own systems. And an OSINT investigation. In other words, open source intelligence. What has that delivered about Sander?
De_Dienst_afl_2_seg_16;0 days 00:03:58;0 days 00:04:46;Bart; Er is een rapport waarin is vastgesteld dat Sander van der Land... Die wordt omschreven als een jonge bekeerling. Al in 2014 is gezien bij een bijeenkomst met een radicale prediker. Dit maakt weer aantekeningen heel goed. Verder, het adres is gevonden waarop Sander is ingeschreven. En op dat adres zijn veel meer mensen ingeschreven. Hij is student, heeft een huisgenote. En verder blijkt uit onze systemen, dat is ook wel een interessant stukje wat ik hier heb... Dat een van zijn huisgenoten met de naam Linda de Bruijn bij ons bekend is. Zij is namelijk ooit als referent opgetreden voor een collega.; There is a report. In which it is determined that Sander van der Land. He is described as a young mercenary. Already in 2014 was seen in a meeting with a radical preacher. Oh. This makes notes again, very good. Further, the address has been found. Where Sander has been written in. And on that address, many more people have been written in. He is a student. He has become a roommate. And further it turns out from our systems. That is also an interesting piece that I have here. That one of his roommates. With the name Linda de Bruijn. Is known to us. She once acted as a referent for a colleague.
De_Dienst_afl_2_seg_17;0 days 00:04:46;0 days 00:04:47;Liesbeth; Wat is een referent?; What is a referent?
De_Dienst_afl_2_seg_18;0 days 00:04:47;0 days 00:04:57;Bart; Een referent is op momenten dat jij bij ons solliciteert... En er gaat een veiligheidsonderzoek naar jou verricht worden. Dan kan jij een aantal mensen in jouw omgeving opgeven als referent.; A referent is when you apply to us. And there will be a security investigation. Then you can give a number of people in your area.
De_Dienst_afl_2_seg_19;0 days 00:04:57;0 days 00:04:59;Liesbeth; Die iets over jou kunnen vertellen.; As a referent.
De_Dienst_afl_2_seg_20;0 days 00:04:59;0 days 00:05:06;Bart; Bijvoorbeeld je baas of een familielid of een vriendin. En blijkbaar heeft Linda de Bruijn ooit als referent opgetreden.; Who can tell something about you. For example your boss or a family member or a girlfriend. And apparently Linda de Bruijn once acted as a referent.
De_Dienst_afl_2_seg_21;0 days 00:05:06;0 days 00:05:09;Liesbeth; Dus blijkbaar werkt er hier iemand die haar kent?; So apparently someone who knows her works here.
De_Dienst_afl_2_seg_22;0 days 00:05:09;0 days 00:05:22;Bart; Het kan ook zijn dat er een veiligheidsonderzoek naar een functie elders in de overheid... Wat ook een vertrouwensfunctie is, dat daar een onderzoek naar gedaan is. Dat zij voor ons heeft opgetreden als referent.; It may also be that there is a security investigation. To a function of the government. Which is also a trust function. That a research has been done on that. That she has acted for us as a referent.
De_Dienst_afl_2_seg_23;0 days 00:05:22;0 days 00:05:24;Liesbeth; En dit is wat we hebben.; And this is what we have.
De_Dienst_afl_2_seg_24;0 days 00:05:25;0 days 00:05:27;Bart; Wat laat jij hier het af?; What do you leave out here?
De_Dienst_afl_2_seg_25;0 days 00:05:28;0 days 00:05:39;Liesbeth; Ik denk vooral het feit dat hij als jonge parkeerling bekend staat... Dat dat toch wel meer vraagtekens oproept.; I especially think the fact that he is known as a young parking lot. That that raises more questions.
De_Dienst_afl_2_seg_26;0 days 00:05:39;0 days 00:05:45;Bart; En al een keer gezien is tijdens een bijeenkomst met een radicale prediker. Ja, en dat wordt natuurlijk niet voor niks opgeschreven.; And has already been seen during a meeting with a radical preacher. Yes, and that is of course not written down for nothing.
De_Dienst_afl_2_seg_27;0 days 00:05:45;0 days 00:05:49;Liesbeth; Die radicale prediker wordt zo langer in de gaten gehouden en ook zijn contacten weer.; The radical preacher is kept an eye on for as long as possible.
De_Dienst_afl_2_seg_28;0 days 00:05:49;0 days 00:05:52;Bart; Ja. En wanneer was dat?; And also his contacts again. Yes.
De_Dienst_afl_2_seg_29;0 days 00:05:52;0 days 00:05:53;Liesbeth; In 2014.; And when was that?
De_Dienst_afl_2_seg_30;0 days 00:05:53;0 days 00:05:58;Bart; Dat is al een tijdje geleden. Maar als we even op een rijtje zitten, wat hebben we nu?; In 2014. That's a while ago. But if we put it on a list, what do we have now?
De_Dienst_afl_2_seg_31;0 days 00:06:01;0 days 00:06:22;Liesbeth; Oké, we hebben dus Sander, een student chemical engineering... Die tijdens een practicum dusdanig veel vragen stelde over explosieve stoffen. Dat zijn docenten de AIVD belden. Dat hoeft nog niet meteen veel te betekenen. Iemand doet zo'n studie natuurlijk niet voor niets en kan ook gewoon geïnteresseerd zijn. Maar aan de andere kant, zo'n docent belt de geheime dienst natuurlijk ook niet voor niets.; Okay, so we have Sander. A student in chemical engineering. So I asked him a lot of questions about explosives. These are teachers calling the AIVD. That doesn't have to mean much yet. Someone does such a study of course not for nothing. And can also just be interested. But on the other hand. Such a teacher calls the secret service of course not for nothing.
De_Dienst_afl_2_seg_32;0 days 00:06:22;0 days 00:06:24;Bart; En in de nieuwe informatie, wat komt daarbij?; And in the new information, what comes with it?
De_Dienst_afl_2_seg_33;0 days 00:06:25;0 days 00:06:31;Liesbeth; Dat hij ooit een keer op de een of andere manier is verbonden aan een radicale prediker... en dat hij beschreven is als een jonge bekeerling.; That he has ever been connected in one way or another to a radical preacher. And that he is described as a young parking lot.
De_Dienst_afl_2_seg_34;0 days 00:06:32;0 days 00:06:35;Bart; Oké. Hoe zorgwekkend is dit?; Yes, okay. How worrying is this?
De_Dienst_afl_2_seg_35;0 days 00:06:38;0 days 00:06:51;Liesbeth; Ik denk dat dit heel zorgwekkend kan zijn. Als er nu alleen naar voren was gekomen dat hij naar de moskee ging... en met meerdere mensen dat ingeschreven op hetzelfde adres, dan zou ik zeggen ja, nou...; I think this can be very worrying. If it had only come to the fore now. That he went to the mosque. And wrote it down with several people at the same address.
De_Dienst_afl_2_seg_36;0 days 00:06:51;0 days 00:06:53;Bart; Hebben we niet zoveel. Hebben we niet zoveel.; Then I would say yes. We don't have that much.
De_Dienst_afl_2_seg_37;0 days 00:06:53;0 days 00:07:01;Liesbeth; Maar zodra er bekende radicale predikers in het verhaal komen... die dus waarschijnlijk al meer zijn onderzocht, want zo kennen jullie hem.; We don't have that much. But as soon as there are known radical preachers in the story. Who are probably already investigated more.
De_Dienst_afl_2_seg_38;0 days 00:07:02;0 days 00:07:15;Bart; De meeste bekeerlingen hoeven niet radicaal te zijn. Wat je in de praktijk wel vaak ziet is dat de bekeerlingen net even dan iets meer... een zwart-wit benadering hebben van hun nieuwe ideologie. Dat ze soms net even wat strenger in de leer zijn.; Because that's how you know him. Most preachers don't have to be radical. What you often see in practice. Is that the preachers have just a little more of a black and white approach. Of their new ideology. That they are sometimes just a little stricter in the leather.
De_Dienst_afl_2_seg_39;0 days 00:07:16;0 days 00:07:17;Liesbeth; Ja, dat zie je toch wel.; Yes, that's it.
De_Dienst_afl_2_seg_40;0 days 00:07:17;0 days 00:07:21;Bart; Mensen zijn wat onzeker over hun religie en proberen het zo goed mogelijk te doen.; Yes, you can see that. People are a little uncertain about their religion.
De_Dienst_afl_2_seg_41;0 days 00:07:21;0 days 00:07:24;Liesbeth; Dan komen ze net af en toe wat in een fase terecht...; And try to do it as well as possible. Then they just occasionally come into a phase.
De_Dienst_afl_2_seg_42;0 days 00:07:24;0 days 00:07:32;Bart; waarin ze net even wat harder vasthangen aan de religie. Maar dat kan ook meer orthodox zijn of niet per se radicaal te zijn.; In which they just hang on to the religion a little harder. But that can also be more orthodox.
De_Dienst_afl_2_seg_43;0 days 00:07:32;0 days 00:07:34;Liesbeth; En ze zijn misschien ook vatbaarder?; It doesn't have to be per se radical.
De_Dienst_afl_2_seg_44;0 days 00:07:34;0 days 00:07:36;Bart; Ze kunnen vatbaarder zijn, want ze zijn wat onzekerder.; And they may also be more tangible.
De_Dienst_afl_2_seg_45;0 days 00:07:36;0 days 00:07:39;Liesbeth; Ja, en een hoop moeten leren en willen leren.; They can be more tangible because they are a little more uncertain. Yes, and hopefully have to learn.
De_Dienst_afl_2_seg_46;0 days 00:07:40;0 days 00:08:02;Bart; Als we dit nu even bij elkaar hebben, dan zeggen we... nou, dit is in ieder geval iets waarvan we zeggen... we hebben de beslissing genomen om een onderzoek te starten. Er zijn een aantal zaken uit voortgekomen waarvan we zeggen... hij is dus bekender. Er zijn een aantal zaken over hem bekend waarvan we zouden kunnen zeggen... het kan toch wel interessant zijn. Dus we gaan door met het onderzoek.; And want to learn. Yes. If we put this together now. Then we say, well, this is something we say. We have decided to start a research. A number of cases have emerged. We say, well, he is more famous. In any case, there are a number of cases about a known person. And then we can say, well, that can be interesting. So we continue with the research.
De_Dienst_afl_2_seg_47;0 days 00:08:02;0 days 00:08:06;Liesbeth; Ben je mee eens? Ja, dat zal ik even overleggen met mijn collega natuurlijk.; Yes. Do you agree?
De_Dienst_afl_2_seg_48;0 days 00:08:06;0 days 00:08:08;Bart; Heel goed, altijd met je collega overleggen.; Yes, I would like to discuss that with my colleague, of course.
De_Dienst_afl_2_seg_49;0 days 00:08:08;0 days 00:08:23;Liesbeth; Maar wat gaan we doen? Ik zou wel willen weten wat zijn verhouding is tot die radicale prediker. Want samen op een bijeenkomst zijn, dat zegt niet zoveel.; Very good. Always discuss with your colleague. Yes. But what are we going to do? I would like to know what his relationship is with that radical preacher. Because being together and on the same page doesn't say much.
De_Dienst_afl_2_seg_50;0 days 00:08:23;0 days 00:08:24;Bart; Hoe komen we daar achter?; No, how do we find out?
De_Dienst_afl_2_seg_51;0 days 00:08:26;0 days 00:08:37;Liesbeth; Ja, hoe doe je dat? Afgaande op de informatie die we nu hebben... lijkt zijn docent of huisgenoot Linda de kortste route naar Sander. Maar als je haar direct gaat vragen naar Sander dan is dat toch ook weer een...; Yes, how do you do that? Based on the information we have now. His teacher or roommate Linda seems to be the shortest route to Sander. But if you ask her directly to Sander, then that is also a ...
De_Dienst_afl_2_seg_52;0 days 00:08:37;0 days 00:08:43;Bart; Hoe zou je dat doen? Hoe denk jij dat onze collega's dat zouden doen?; How would you do that? How do you think our colleagues would do that?
De_Dienst_afl_2_seg_53;0 days 00:08:49;0 days 00:09:22;Liesbeth; We willen dus praten met de docent en Linda. Maar dat ga ik niet zelf doen. Dat doet iemand die daar speciaal voor getraind is. Voordat het zover is, overleg ik met een analist. Iemand die expert is op het gebied van jihadisme. Een analist helpt de bewerker, mij dus in dit geval, om een zaak te duiden... en denkt mee over welke vragen er gesteld moeten worden. Ik moet uitzoomen. Ik moet het overgrote plaatje zien van al die onderzoeken. Dit is analist Leonie. Die twijfelt of ze wel of niet haar echte naam gaat gebruiken.; Yes. Uhm ... So we want to talk to the teacher and Linda. But I'm not going to do that myself. Someone who is specially trained for it does that. Before that, I discuss with an analyst. Someone who is an expert in the field of jihadism. An analyst helps the contractor, so me in this case, to clarify a case ... and thinks about which questions should be asked. I have to zoom out. I have to see the big picture of all those investigations. This is analyst Leonie, who doubts whether or not she will use her real name.
De_Dienst_afl_2_seg_54;0 days 00:09:22;0 days 00:09:41;Leonie; Ja, het is niet iets wat enorm het aangemoedigt om daar heel open over te zijn. Maar tegelijkertijd is een analist wel degene die het meest open is. Omdat wij ook een soort van duur naar de buitenwereld zijn... en veel meer de connectie hebben met het gewone ambtelijke leven.; Yes, it is not something that is very encouraging to be very open about it. But at the same time, an analyst is the one who is most open. Because we are also a kind of door to the outside world ... and have much more of a connection with the ordinary official life.
De_Dienst_afl_2_seg_55;0 days 00:09:41;0 days 00:09:47;Liesbeth; En hoe zou je jouw rol binnen het team omschrijven? Op een dagelijks basis? Hoe ziet dat eruit?; And how would you describe your role within the team? On a daily basis, what does that look like?
De_Dienst_afl_2_seg_56;0 days 00:09:47;0 days 00:10:35;Leonie; Met één been zit je eigenlijk in het operationele proces. De juiste vragen stellen, richting bepalen van een onderzoek. Anderzijds ben je bezig met wat er buiten zich afspeelt. Welke informatie is interessant voor andere personen binnen de overheid. Stukken schrijven, presentaties geven. Je bent primair expert op je onderwerp. Dat betekent dat mensen naar je toe komen om invulling te geven. Incleuring te geven aan nieuwe ontwikkelingen. Een bewerker houdt zich bezig met het verkrijgen van nieuwe informatie. Of het uitbreiden van die informatie zoals die er is. En ik kan die informatie duiden en een groter plaatje plaatsen. Het idee is ook dat ik wat verder kan uitzoomen. En een groot overzicht heb over wat er allemaal is aan informatie.; On the one hand, you are actually in the operational process ... asking the right questions, determining the direction of a research. And on the other hand, you are busy with what is happening outside. What information is interesting for other people within the government. Writing pieces, giving presentations. You are primarily, I think, an expert on your subject. And that means that people come to you ... to give input, to give color to new developments. Andra, a worker, is busy getting new information. Or the expansion of that information, as it is there. And I can explain that information and place a larger picture. The idea is also that I can zoom out a bit further ... and have a greater overview of what information is all about.
De_Dienst_afl_2_seg_57;0 days 00:10:35;0 days 00:10:38;Liesbeth; En wat moet je kunnen voor jouw baan?; And what do you have to be able to do for your job?
De_Dienst_afl_2_seg_58;0 days 00:10:39;0 days 00:11:12;Leonie; Heel kritisch zijn. Ter alle tijden tunnelvisie voorkomen. Belangrijk dat je echt informatie op waarde kunt schatten. Maar ook snel verbanden kunt zien tussen verschillende stukjes informatie. Zowel verbaal als schriftelijk daar toch snel en duidelijk dat uiteen kunnen zetten. Een bepaalde maat van overtuigend kracht. En op verschillende borden kunnen schakelen. Dus weten wat het operationeel speelt, weten wat er buiten speelt.; To be very critical. To prevent tunnel vision at all times. It is important that you can really appreciate information. But you can also quickly see connections ... between different pieces of information. Both verbally and written. To be able to put that together quickly and clearly. To have a certain amount of convincing power. And to be able to switch on different boards. So to know what is operational, to know what is outside.
De_Dienst_afl_2_seg_59;0 days 00:11:12;0 days 00:11:20;Liesbeth; Buiten, dat is nou typisch een term die AFVD'ers veel gebruiken. En daarmee bedoelen ze eigenlijk gewoon buiten de muren van het gebouw in Zoetermeer.; Outside, that is typically a term that AFVDs use a lot. And with that they actually mean outside the walls of the building in Zoetermeer.
De_Dienst_afl_2_seg_60;0 days 00:11:20;0 days 00:12:21;Leonie; Ik kijk meteen. Ze heeft dit wel in een stadium wat ook gevolgen heeft voor buiten. Is dat hoe de routing is? Ja, zo ongeveer wel. Het is vaak een stukje informatie dat binnenkomt. Idealiter wordt je als analist dan meteen betrokken bij het verhaal. Zodat we gezamenlijk richting kunnen bepalen aan het onderzoek. In dit geval is het nog vrij vroeg in het proces. Dus zal die vraag waarschijnlijk later komen. Maar het is wel een van de eerste zaken die ik overweeg. In principe is het ook omdat een andere partij een bepaalde verantwoordelijkheid heeft. Dus de NCTV stelt het vrijgingsniveau in Nederland vast. Dus als we met het onderzoek bezig zijn met bepaalde implicaties voor het vrijgingsniveau. Dan kunnen we besluiten om in een bepaald vroeg stadium ze daarvan te berichten. Zodat ze dat mee kunnen nemen in hun inschatting daarvan. En soms is het ook een afweging. Want als het onderzoek nog heel gevoelig is. En misschien wil je nog even wachten tot je wat meer duiding hebt. Dus dan ga je dat besluit eventueel later nemen.; I immediately look, since this is already in a stadium ... which also has consequences for outside. Is that how the routing is? Yes, about that. It is often a piece of information that comes in. And ideally, as an analyst, you are immediately involved in the story ... so that we can together determine the direction of the research. In this case, it is still quite early in the process. So that question will probably come later. But it is one of the first things I consider. In principle, it is also because another party has a certain responsibility. So the NCTV sets the level of freedom in the Netherlands. So if we are investigating what the implications are for the level of deterrence ... then we can decide to inform them of it in a certain early stage ... so that they can take it with them in their assessment of it. And sometimes it is also such a consideration ... because if the investigation is still very sensitive ... and maybe you want to wait a little longer until you have more clarity. So then you are going to take that decision a little later.
De_Dienst_afl_2_seg_61;0 days 00:12:21;0 days 00:12:32;Liesbeth; Dat lijkt me best wel moeilijk. Dat zijn hele belangrijke beslissingen. Toch? Zeker, maar dat doe je niet alleen. Maar daar worden dus wel regelmatig flinke discussies over gevoerd?; That seems quite difficult to me. Those are very important decisions. Right? Certainly, but you don't do that alone. But there are regularly quite a few discussions about it.
De_Dienst_afl_2_seg_62;0 days 00:12:32;0 days 00:12:34;Leonie; Tuurlijk, ja absoluut.; Of course, yes, absolutely.
De_Dienst_afl_2_seg_63;0 days 00:12:36;0 days 00:12:43;Liesbeth; Wat vind jij van het verhaal van Sander? Van onze case? Ja, het is nog vroeg. Er is nog weinig informatie.; What do you think of the story of Sander, of our case? Yes, it is still early. There is still little information.
De_Dienst_afl_2_seg_64;0 days 00:12:43;0 days 00:12:47;Leonie; Dus ik denk dat we nu vooral op het moment zetten dat we meer informatie nodig hebben.; So I think we are now focusing on the fact that we need more information.
De_Dienst_afl_2_seg_65;0 days 00:12:47;0 days 00:13:10;Liesbeth; Maar dit is wel iets ervan jij zegt. Want ik heb dus net de hore gekregen van Bart dat hij een jonge bekeerling is. En dat hij in contact is gebracht met een radicale prediker. Maar ze zijn allebei op dezelfde bijeenkomst geweest. Ik weet niet wat die bijeenkomst is. En wat hun relatie überhaupt is. Dus dat zegt mij nog niet zo gek veel. Hoe kijk jij daarnaar?; But this is something you say, because I just got the news from Bart ... that he is a young tenant and that he has been in contact with a radical preacher. Yes. But yes, they were both in the same unit. I don't know what that unit is and what their relationship is at all. So that doesn't tell me that much yet. How do you look at it?
De_Dienst_afl_2_seg_66;0 days 00:13:10;0 days 00:13:46;Leonie; Ik had van de documentalist sowieso nog een extra stukje informatie gekregen. Wat jij volgens mij nog niet had. En dat is dat Sander vrijwel dagelijks in contact stond met een nummer. Dat bekend staat bij ons als het nummer van Mehmet Özgün. En Özgün is een radicale prediker en rondslaar. Dus dan heb je al meerdere stukjes informatie. En dan is het voor mij vanuit de analyse echt ook een zaak om het in te kleuren. Dus dan kan ik iets vertellen over Özgün. Je hebt predikers waarbij als iemand bij jou langskomt bij het vrijdagmiddaggebed. Dat dat ontzettend weinig betekent. En er zijn gevallen waarbij dat wel echt heel significant is.; I got an extra piece of information from the documentalist anyway ... which I don't think you had yet. And that is that Sander was in contact with a number ... that is known to us as the number of Mehmet Özgün. Özgün is a radical preacher in Ronslaar. So then you already have several pieces of information ... and then for me it is really a matter of colouring it from the analysis. So then I can tell you something about Özgün. You have a preacher who, yes ... if someone comes by your house on Friday afternoon ... that means very little. And there are cases where that may be very significant.
De_Dienst_afl_2_seg_67;0 days 00:13:46;0 days 00:13:53;Liesbeth; Maar hij is een bekende van jullie. Oké, en nu is dit dan het punt waarop de alarmbellen gaan rinkelen?; But he is a friend of yours? Yes. Okay, and now this is the point where the alarm bells start to ring?
De_Dienst_afl_2_seg_68;0 days 00:13:53;0 days 00:14:17;Leonie; Het is een extra indicatie waardoor ik zou zeggen ga lekker door met zoeken. Maar je moet ook weer niet te snel conclusies trekken. En ook altijd alert zijn op eventuele andere redenen waarom je een bepaald contact ziet. Maar die combinatie is heel zorgelijk. Dus dan zou ik zeggen gewoon verder onderzoek doen.; It is an extra indication that I would say ... no, go on with your search. But you shouldn't draw conclusions too quickly. No, exactly. And always be alert to any other ... reasons why you are in contact. But that combination is very worrisome. So then I would say, yes, just do further research.
De_Dienst_afl_2_seg_69;0 days 00:14:18;0 days 00:14:24;Liesbeth; En dan komt Leonie met nog extra informatie die ze heeft gekregen in een rapport van de inlichtingendienst van de politie.; And then Leonie comes with some extra information ... which she received in a report from the intelligence service of the police.
De_Dienst_afl_2_seg_70;0 days 00:14:24;0 days 00:15:00;Leonie; En daar staat dat hij aanwezig is geweest van demonstraties van een radicale groep jonge moslim die zichzelf behind bars noemt. En zij zetten zich in voor jonge moslims die in de gevangenis zetten zeggen ze zo gezegd. Maar goed, als analist weet ik dat in radicale kringen het thema moslim gevangenen toch ook wel wat vaker gebruikt wordt. Om ze niet alleen in te zetten voor moslim gevangenen, maar vooral voor jongens die vastzitten in terrorismezaken. Dus dat het eigenlijk een soort van vehikel is om daarover te praten specifiek. En dat ze niet opkomen voor jongens die om hele andere redenen vastzitten.; And there it says that he was present ... of demonstrations of a radical group of young Muslims ... who calls themselves behind bars. And they put themselves in for young Muslims ... who put themselves in prison, they say. But as an analyst I know that in radical circles ... the theme of Muslim prisoners ... is also used a little more often ... to not only put them in for Muslim prisoners ... but especially for boys who are stuck in terrorism cases. So that it is actually a kind of vehicle to talk about that specifically ... and that they do not arise for boys ... who are stuck for other reasons.
De_Dienst_afl_2_seg_71;0 days 00:15:00;0 days 00:15:02;Bart; Dus dat vind ik dan vrij genificant.; So I find that quite significant that he ...
