seg_id;start;end;speaker;transcription;translation
De_Dienst_afl_6_seg_10;0 days 00:03:24;0 days 00:03:51;Bart; Het is natuurlijk wel zo dat je deelt nu de verantwoordelijkheid met andere mensen binnen de overheid. Het kan wel zo zijn dat je, omdat je al zo lang op zo'n zaak zit, omdat je er zo intensief bij betrokken bent geraakt, ja, het is een beetje een gevoel van verlies. Je hebt er heel veel energie in gestoken. En dan is eigenlijk bijna het hoogtepunt van je onderzoek zou dan zijn het feit dat je een anders bericht geschreven hebt. Precies. En het naar iemand anders geeft om het mooie eindverhaal te gaan schrijven.; Yes, that tension is starting to rise enormously. It is of course the case that you now share the responsibility with other people within the government. It may well be that because you have been involved in such a case for so long. Because you have been involved in it so intensively. Yes, there is a bit of a feeling of loss. You have put a lot of energy into it. And then it is actually almost the highlight of your investigation. Then it would be the fact that you have written an AMS report. Exactly. And give it to someone else.
De_Dienst_afl_6_seg_11;0 days 00:03:52;0 days 00:04:04;Liesbeth; Ja, maar dan wat je ook natuurlijk vorige keer vertelde. Uiteindelijk is die overwinningen gezamenlijk. Ja, absoluut. En dat weten we allemaal. Daar zijn we ook wel gewend aan. Dat AMS bericht, dat moet je gewoon zien als een bepaalde fase.; To write the beautiful end story. Yes. Yes, but then what you also told last time. In the end, those victories are combined. Yes, absolutely. Together. Yes, and we all know that.
De_Dienst_afl_6_seg_12;0 days 00:04:04;0 days 00:04:23;Bart; En je kunt doorgaan met je eigen onderzoek. En dat moment toewerken richting dat er daadwerkelijk een aanhouding plaatsen heeft. Als zo'n onderzoek loopt en de AIVD weet dat er een aanslag gepleegd kan worden tijdens Koningsdag of Bevrijdingsdag. Zou Bart zelf dan nog naar zo'n evenement gaan?; We are also used to that. That AMS report, you just have to see it as a certain phase. And you can continue with your own research. And that moment of working towards actually having an attachment. Yes, as long as that attachment is there, then it is also a party here.
De_Dienst_afl_6_seg_13;0 days 00:04:23;0 days 00:04:37;Liesbeth; Of sterker nog, zou hij zijn kinderen naar zo'n evenement laten gaan? Zo, dat is moeilijker. Ik ben daar zelf nog niet mee geconfronteerd geweest, maar... ...er is een aanslag gebleven. Dat is een aanslag. Dat is een aanslag.; If such an investigation takes place. And the AIVD knows that there can be an attack during King's Day or Liberation Day. Would Bart still go to such an event? Or rather, would he let his children go to such an event?
De_Dienst_afl_6_seg_14;0 days 00:04:37;0 days 00:05:23;Bart; Dat is een aanslag. Zo, dat is moeilijker. Ik ben daar zelf nog niet mee geconfronteerd geweest, maar... ...wat ik voor mezelf altijd wel heb is dat ik niet... ...ik wil niet onvoorzichtig zijn, maar ik wil ook niet al te veel... ...toegeven aan het feit dat terroristen mij angst willen aanjagen. We zijn... ...ik ben met mijn gezin... ...ik denk drie of vier maanden na de aanslagen in Parijs... ...zijn we daar naartoe gegaan... ...gewoon als toeristische plek gewoon een week lang in Parijs rondlopen... ...waarbij ik wel de discussie heb gehad van... ...ja, zouden we dat nou wel doen in Parijs? Smaar bewaakt, maar ook met de kinderen over gehad... ...maar we waren het wel met z'n allen over eens... ...ja, weet je wel, laten we ons niet uit het veld slaan hierdoor.; That is difficult. I have not been confronted with it myself. But what I always have for myself is that I don't want to be careless. But I don't want to admit too much to the fact that terrorists want to scare me. Yes. We are, I am with my family, I think three or four months after the attacks in Paris. We went there. Just as a tourist destination for a week in Paris. Where I have had the discussion of what we would do in Paris. But also with the children. But we all agreed that we should not leave the field.
De_Dienst_afl_6_seg_15;0 days 00:05:24;0 days 00:05:26;Liesbeth; Ja, maar dat gaat over een situatie waarin bekend is...; Yes, but that is about a situation that is known.
De_Dienst_afl_6_seg_16;0 days 00:05:26;0 days 00:05:27;Bart; ...waarom je het spannend vindt.; Why do you find it exciting?
De_Dienst_afl_6_seg_17;0 days 00:05:27;0 days 00:05:32;Liesbeth; Dit gaat me er meer om. Je wil natuurlijk... ...je kan niet zomaar tegen je kinderen zeggen zonder reden...; You can't just say to your children for no reason, you can't go there.
De_Dienst_afl_6_seg_18;0 days 00:05:32;0 days 00:05:40;Bart; ...je mag daar niet heen. Nee. Waarom dan niet? Ja, dat... Ik heb het nog niet aan de hand gehad... ...maar het lijkt mij wel een hele moeilijke beslissing, ja.; No. Why not? I haven't had it yet. But it seems to me to be a very difficult decision.
De_Dienst_afl_6_seg_19;0 days 00:05:40;0 days 00:05:44;Liesbeth; Ja. Ja. Soms weet je ook gewoon te veel. Precies, daarom.; Yes. Sometimes you just know too much. Exactly, that's why. Yes.
De_Dienst_afl_6_seg_20;0 days 00:05:44;0 days 00:07:03;Bart; Ja, ja. Ja, en ik merk ook wel dat ik... ...soms wel bepaalde overwegingen heb... ...om bepaalde dingen niet te doen... ...dat mijn vrouw voorstelt, zullen we eens een keer daar naartoe gaan... ...dat je dan te veel weet... ...en niet zozeer dat je concrete informatie hebt... ...maar dat je zo vaak een bepaald land... ...in verband brengt met dreigingen... ...dat je daar eigenlijk niet meer helemaal vrij in staat... ...om dan ergens heen te gaan, maar dat... ...ja, dat is al lastiger. Wat nu de zaak is... ...dit kan nog twee, drie weken duren... ...uit het land in Nederland... ...en er zit een volgploeg op hem... ...er zit een volgploeg waarschijnlijk op hem... ...met een weg met Usgun... ...en ze gaan gewoon 24-7 hem onder controle krijgen... ...en ik denk dat ze dat zo lang mogelijk blijven doen... ...als er maar geen informatie komt... ...of als er maar geen aanwijzing komt... ...dat hij die aanslag nu gaat plegen... ...en ze zullen het doen zo lang... ...tot het moment dat ze het gevoel hebben... ...dat ze bewijs in handen hebben. Ik denk dat het goed is voor jou... ...als jij nog met een paar collega's gaat praten... ...van de kant van operatieën... ...en die jou mogelijk wat meer kunnen vertellen... ...over hoe zij zo ongeveer globaal werken...; Yes, and I also notice that I sometimes have certain considerations. To not do certain things. Because my wife suggests that we should go there again. That you know too much. And not so much that you have concrete information. But that you so often relate a certain country to threats. That you are not completely free to go somewhere. But that is already more difficult. What is now the case, this can still take two or three weeks. From the country in the Netherlands. There is a follow-up team on it. There is probably a follow-up team on the road with Usgun. And they are just going to get him under control at 24-7. And I think they will continue to do that as long as possible. As long as there is no information. Or as long as there is no evidence that he is going to handle that attack now. And they will do it for as long as possible. Until the moment that they have the feeling that they have evidence in their hands. I think it's good for you if you go and talk to a few colleagues. Yes. From the side of operations. And they can tell you a little more about how they work globally.
De_Dienst_afl_6_seg_21;0 days 00:07:04;0 days 00:07:06;Liesbeth; ...maar wees in ieder geval wel gewaarschuwd...; But be warned, they will be a little reserved.
De_Dienst_afl_6_seg_22;0 days 00:07:06;0 days 00:07:10;Bart; ...ze zullen wat terughoudend zijn... ...in het vertellen over wat ze wel en niet kunnen zeggen.; In telling you what they can and cannot say.
De_Dienst_afl_6_seg_23;0 days 00:07:10;0 days 00:07:44;Liesbeth; Ja, want dit zijn dus echt de mensen die in het veld staan. We zeggen wel steeds dat Sander in de gaten gehouden moet worden... ...maar hoe gebeurt dat dan? Hoe gaat de AIVD praktisch te werk? Wie zijn de mensen die in het holst van de nacht... ...het echt geheime werk uitvoeren? Ik praat met Jan, al is dat niet zijn echte naam? Nee. En de stem die de luisteraar hoort... ...is ook niet jouw echte stem? Nee. Die hebben wij een klein beetje aangepast. Kun jij vertellen wat jij doet binnen de dienst?; Yes, because these are real people who are in the field. We always say that Sander should be kept an eye on. But how does that happen? How does the AIVD practically work? Who are the people who perform the real secret work in the middle of the night? I'm talking to Jan. Although that is not his real name. No. And the voice you are listening to is not your real voice either? No. We have adjusted that a little bit. Can you tell us what you do in the service?
De_Dienst_afl_6_seg_24;0 days 00:07:44;0 days 00:08:03;Jan; Ik ben uitvoerend coördinator... ...en ik heb eigenlijk de leiding over de technische operaties... ...die binnen Nederland worden uitgevoerd. Dat wil eigenlijk met name zeggen de microfoons... ...dan wel camera's die worden geplaatst...; I am a executive coordinator. And I actually have the leadership over the technical operations that are carried out within the Netherlands. Yes. That actually means the microphones and cameras are placed to get more information in the end.
De_Dienst_afl_6_seg_25;0 days 00:08:03;0 days 00:08:21;Liesbeth; ...om het meer informatisch te krijgen. Ja, dus heel concreet, als ik in de zaak Sander... ...een microfoon nodig heb bij hem in de buurt... ...dan klop ik op jouw deur. Is het dan zo dat ik dan met jou ga overleggen... ...waar dat dan zou moeten, hoe dat dan zou moeten... ...of hebben jullie daar ideeën over... ...of hoe begint zo'n operatie?; Yes, that is very concrete. If I need a microphone in Sander's case with him in the neighborhood, I knock on your door. Yes. Is it then that I will then discuss with you where that should be, how that should be? Or do you have ideas about that? Or how does such an operation begin?
De_Dienst_afl_6_seg_26;0 days 00:08:22;0 days 00:09:01;Jan; De operatie begint natuurlijk bij het inlichtingeteam... ...wat daar het onderzoek op draait. Afhankelijk van de zwarte gaten... ...die er ontstaan in het onderzoek. Dat wil zeggen, de momenten waarop ze vermoeden... ...dat er belangrijke of cruciale informatie moet zijn... ...maar waar ze niet bij kunnen komen... ...dan zou dus eventueel een technische oplossing... ...en uitkomst kunnen bieden. Dat kan dus onder andere het inzetten van een microfoon zijn... ...een heimelijk geplaatste microfoon... ...maar er zijn ook allerlei andere technische mogelijkheden... ...die daarbij zouden kunnen helpen.; Well, the operation of course begins with the lighting team, which is responsible for the investigation. Depending on the black holes that actually arise in the investigation. That means the moments in which they suspect that there must be important or crucial information, but which they cannot access, then a technical solution could possibly be offered. That can be, among other things, the use of a microphone, a secretly placed microphone. But there are also all kinds of other technical possibilities that could help with that.
De_Dienst_afl_6_seg_27;0 days 00:09:01;0 days 00:09:03;Liesbeth; Kun je daar een paar voorbeelden van geven?; Can you give a few examples of that?
De_Dienst_afl_6_seg_28;0 days 00:09:03;0 days 00:09:13;Jan; Nou ja, goed, er kunnen natuurlijk gewoon fysiek mensen opgezet worden... ...die meeluisteren met een gesprek... ...als mensen ergens met elkaar gaan zitten praten... ...om proberen daar in de buurt te komen.; Well, of course, there can be physically people who listen to a conversation when people start talking to each other to try to get close to it.
De_Dienst_afl_6_seg_29;0 days 00:09:13;0 days 00:09:15;Liesbeth; Dus gewoon echt fysiek afluisteren dan?; So just physically listen to it?
De_Dienst_afl_6_seg_30;0 days 00:09:15;0 days 00:09:17;Jan; Fysiek, ja, dat zou kunnen.; Physically, yes, that could be.
De_Dienst_afl_6_seg_31;0 days 00:09:17;0 days 00:09:22;Liesbeth; Als je zo'n microfoon daar neerzet... ...dat moet natuurlijk in alle geheimhouding gebeuren...; But putting a microphone down there, of course, that has to happen in all secrecy.
De_Dienst_afl_6_seg_32;0 days 00:09:22;0 days 00:09:25;Jan; ...dat moet zo'n target niet door hebben. Ja.; Such a target should not have that. Yes.
De_Dienst_afl_6_seg_33;0 days 00:09:25;0 days 00:09:30;Liesbeth; Dus voordat je dat kunt doen... ...dan moet je ook weten wanneer iemand wel of niet thuis is...; So before you can do that, you also have to know whether someone is at home or not. That whole investigation is also part of it.
De_Dienst_afl_6_seg_34;0 days 00:09:30;0 days 00:09:51;Jan; ...en zo, dat hele onderzoek hoort anders ook bij hem. Ja, absoluut. En het is natuurlijk ook een enorme inbreuk... ...op uiteindelijk goed het leven van iemand... ...en het is ook helemaal geen lichtzinnige beslissing... ...die wordt genomen op het moment dat... ...die als team worden ingezet... ...dan is het onderzoek al in een enorme verg voor het stadium.; Yes, absolutely. And of course, it is also a huge break in the life of someone. And it is not at all a light-hearted decision that is taken. The moment we are used as a team, then an investigation is already in a great distance from the stadium.
De_Dienst_afl_6_seg_35;0 days 00:09:54;0 days 00:09:57;Liesbeth; Hoe is het om in iemand's huis binnen te lopen?; How is it to enter someone's house?
De_Dienst_afl_6_seg_36;0 days 00:09:58;0 days 00:10:50;Jan; Ja, dat is... ...ja, onderdeel van het werk. Het is iets wat er uiteraard altijd een bepaalde spanning met zich meebrengt. Maar goed, het is wel... ...wat ik net ook al aangaf... ...op het moment dat wij worden ingezet... ...dat betekent dat er wel degelijk zwaarwegende... ...argumenten zijn om dit te doen. En ja, goed, dat betekent ook dat we daarmee... ...iets belangrijks doen. Het bevestigen dan wel ontkennen... ...want dat is natuurlijk ook een van de belangrijke dingen. De informatie die eruit komt hoeft niet altijd... ...te zijn dat iemand schuldig is aan iets... ...of zich met iets bezig had... ...maar het kan ook zijn dat we daardoor weten... ...dat hij zich daar helemaal niet mee bezig had. Ja, goed, en daarmee is dat iets wat mooi is om te doen. Het is goed om uiteindelijk op die manier... ...is kunnen bijdragen aan in dit geval de samenleving.; Yes, that is part of the job. Yes, it is something that always brings a certain tension with it. But hey, it is what I just mentioned. At the moment we are being used, it means that there are solid, heavy arguments to do this. And yes, that also means that we do something important with it. Confessing then, because that is of course also one of the important things. The information that comes out does not always have to be that someone is guilty of something or is busy with something. But it can also be that we know that he is not at all busy with it. Yes. Yes, well, and with that it is something nice to do. It is good to be able to contribute to society in this case.
De_Dienst_afl_6_seg_37;0 days 00:10:50;0 days 00:10:53;Liesbeth; Maar het lijkt me ook ongelofelijk spannend.; But it also seems incredibly exciting to me.
De_Dienst_afl_6_seg_38;0 days 00:10:53;0 days 00:11:32;Jan; Ja, maar het is niet zo dat we... ...zeg maar, middags beslissen om ergens... ...een uur later naar binnen te lopen. We staan natuurlijk enorme voorbereiding aan vooraf. Er zijn heel veel mensen mee bezig. En voordat wij daar het werk naar binnen gaan... ...ja, goed, is de situatie dus danig goed onder controle. Wat dat betreft, voor ons... ...ja, goed, het spannende component... ...niet per se in een fysieke bedreiging zit... ...omdat we in ieder geval op dat moment... ...99 procent van de tijd kunnen zeggen... ...dat we op die manier veilig kunnen werken op dat moment.; Yes, but it is not the case that we decide this afternoon to enter somewhere an hour later. We are of course making enormous preparations. A lot of people are working on it. And before we go in there, the situation is therefore still well under control. As far as that is concerned, for us the exciting component is not necessarily in a physical threat. Because at least at that moment we can say 99% of the time that we can work safely in that way.
De_Dienst_afl_6_seg_39;0 days 00:11:32;0 days 00:11:36;Liesbeth; Er zijn er ook vast situaties geweest... ...waar die bedreiging er wel was?; Yes. There have also been certain situations where that threat was there.
De_Dienst_afl_6_seg_40;0 days 00:11:36;0 days 00:11:54;Jan; Ja, in mindere mate. Maar dat komt dan meer van de omgeving. Kijk, als wij bij iemand thuis iets moeten plaatsen... ...dan is de omgeving waar een woning staat... ...vaak een groter risico dan de woning zelf waar we naar binnen gaan.; Yes, to a lesser extent. But that comes more from the environment. If we are to place something at someone's home, then the environment where a house is often a greater risk than the house itself where we go in.
De_Dienst_afl_6_seg_41;0 days 00:11:54;0 days 00:11:56;Liesbeth; Wat voor een risico zit er dan?; What kind of risk is there then?
De_Dienst_afl_6_seg_42;0 days 00:11:56;0 days 00:12:36;Jan; Nou ja, goed, er wonen andere mensen. En het feit dat wij een moment uitkiezen om ergens iets te plaatsen... ...wat voor ons gunstig is... ...ten opzichte van de woning waar we moeten zijn... ...hoeft niet te betekenen dat de rest van de wijk op dat moment goed slaapt... ...of dat de rest van de omstandigheden heel gunstig zijn. Mensen leven natuurlijk gewoon goed. Dat je gezien wordt door een ander bedoel je? Ja, zeker weten, absoluut. Er zijn natuurlijk altijd mensen op straat... ...of afhankelijk van het tijdstip... ...familie woont er misschien in de buurt... ...dus daar heb je niet altijd de volledige controle op.; Well, other people live there. The fact that we choose a moment to place something somewhere that is convenient for us compared to, say, the housing where we have to be. Does not mean that the rest of the neighborhood also sleeps well at that moment. Or that the rest of the circumstances are very favorable. Of course, people just live. That you are seen by someone else, you mean? Yes, absolutely. Of course, there are always people on the street or, depending on the time, there are neighbors, family may live in the neighborhood. So yes, you don't always have full control there.
De_Dienst_afl_6_seg_43;0 days 00:12:36;0 days 00:12:42;Liesbeth; Maar ik neem aan dat jullie niet in een busje komen aanrijden... ...waar groot IVD op staat? Nee, zeker niet. Nee, absoluut niet.; Yes, but I assume that you don't drive into a van with a large IVD on it. No, certainly not.
De_Dienst_afl_6_seg_44;0 days 00:12:42;0 days 00:13:07;Jan; Dat zou heel onverstandig zijn. Nee, absoluut niet. Maar dan nog, ja, dat is wel iets... ...we komen natuurlijk ook op plekken waar mensen... ...in sommige gevallen misschien iets meer gespitst zijn op overheid... ...en dat hoeft niet per se op ons te zijn... ...maar misschien soms ook op politie... ...waar we soms ook natuurlijk voor aangezien kunnen worden... ...in dat soort gevallen.; No, no, absolutely not. That would be very unreasonable. And no, absolutely not. But then again, yes, that is something. Of course, we also come to places where people, in some cases, may be a little more pointed at the government. And that doesn't necessarily have to be on us. But maybe sometimes also on the police. Or where we can of course be seen in that kind of case.
De_Dienst_afl_6_seg_45;0 days 00:13:10;0 days 00:13:15;Liesbeth; Daar moet je dan wel stalen zenuwen voor hebben... ...als we dan toch net die buurman even zo ronduit laten snachts.; You have to be very nervous about that. If we just let that neighbor out at night.
De_Dienst_afl_6_seg_46;0 days 00:13:15;0 days 00:13:18;Jan; Ja, dat klopt.; Yes, yes, that's right.
De_Dienst_afl_6_seg_47;0 days 00:13:18;0 days 00:13:21;Liesbeth; Zit dat in jou? Heb je dat geleerd?; Yes, is that in you? Did you learn that?
De_Dienst_afl_6_seg_48;0 days 00:13:21;0 days 00:13:33;Jan; Ja, absoluut gaat daar natuurlijk... ...er wordt ontzettend veel op getraind... ...maar er wordt ook op geselecteerd... ...en de ene persoon is daar meer geschikt voor dan de andere persoon.; Yes, that is absolutely, there is of course a lot of training. But that is also selected. And one person is more suitable for that than the other person.
De_Dienst_afl_6_seg_49;0 days 00:13:33;0 days 00:13:41;Mixed; Wist jij altijd dat je hier geschikt voor was? Nee, maar goed, het is ook iets waar je uiteindelijk ingroeit...; Did you always know that you were suitable for this? No, but it is also something that you eventually grow into.
De_Dienst_afl_6_seg_50;0 days 00:13:41;0 days 00:14:14;Jan; ...en het feit dat je... ...na goed, in mijn specifieke geval... ...mijn volgsdienst bij Defensie... ...bij Defensie word je ook opgeleid om in moeilijke situaties te werken... ...en daar leer je heel goed in ieder geval hoe je zelf omgaat... ...in dat soort situaties. In de basis blijft hetzelfde, iemand die vormt mogelijk een bedreiging voor jou... ...en afhankelijk van de manier waarop jij reageert... ...wordt die dreiging erger... ...of kan je uiteindelijk die dreiging misschien ook wel wegnemen... ...door een goed verhaal te vertellen.; And the fact that you, for example in my specific case, my follow-up service at Defensie. At Defensie you are also trained to work in difficult situations. And there you learn very well how to deal with yourself in those kinds of situations. On the basis remains the same. Someone who may form a threat to you. And depending on the way you react, that threat gets worse. Or can you eventually take that threat away by telling a good story?
De_Dienst_afl_6_seg_51;0 days 00:14:14;0 days 00:14:17;Liesbeth; Ja, dus daar is het ook een hoop zelfkennis bij?; Yes, so there is also a lot of self-knowledge.
De_Dienst_afl_6_seg_52;0 days 00:14:17;0 days 00:14:50;Jan; Ja, zeker, maar zelfkennis absoluut... ...training, opleiding is een hele belangrijke... ...maar vooral ook goede voorbereiding. Het gaat er met name om in welke situatie gaan we terechtkomen... ...en welke problemen kunnen we vooraf... ...onderkennen we eigenlijk vooraf... ...welke risico's gaan we lopen... ...en hoe denken we op papier vooraf daarmee om te gaan... ...en op het moment dat je op die manier goed voorbereid bent... ...kan je uiteindelijk ook... ...sta je met een zeker gevoel op straat.; Yes, of course. But self-knowledge absolutely. Training, education is very important. But especially good preparation. It is mainly about, okay, in what situation are we going to end up? And what problems can we prevent in advance? What kind of risks are we going to face? And how do we think about it on paper? And when you are well prepared in that way, you can eventually be on the street with a certain feeling.
De_Dienst_afl_6_seg_53;0 days 00:14:50;0 days 00:15:07;Liesbeth; En als er een operatie van start gaat... ...de voorbereiding zit erop, zeg maar, is klaar... ...de missie gaat tijdwerkelijk beginnen... ...ga jij dan altijd mee... ...of zit jij in een soort control room-achtige situatie... ...dat aan te sturen? Nee, mijn specifieke rol is op straat...; And when an operation starts, the preparation is done, the mission will actually begin. Do you always go with it? Or are you in a kind of control room-like situation to direct that? No, my specific role is on the street.
De_Dienst_afl_6_seg_54;0 days 00:15:07;0 days 00:15:24;Jan; ...dus ik ben inderdaad op straat tijdens de actie... ...en uiteraard wordt daar vanuit kantoor ook... ...vindt daar ook gewoon een deelcoördinatie plaats... ...en dat zijn andere mensen vanuit ons team.; So I am on the street during the action. And of course, from the office there is also a part of coordination taking place. And those are other people from our team.
De_Dienst_afl_6_seg_55;0 days 00:15:24;0 days 00:15:31;Liesbeth; En als een operatie geslaagd is... ...is er dan een collectief moment van ontlading? Absoluut. Opluchting? Blijdschap?; And when an operation has been completed, is there a collective moment of relaxation? Absolutely. Relief, happiness? Yes, definitely.
De_Dienst_afl_6_seg_56;0 days 00:15:31;0 days 00:16:10;Jan; Zeker, zeker. En als we praten over met name het plaatsen... ...van bijvoorbeeld een microfoon bij iemand thuis... ...wat echt wel een hele complexe operatie is... ...waar ook zoveel dingen fout kunnen gaan... ...tijdens de uitvoering. Iedereen is op dat moment natuurlijk ook gewoon op het scherpst... ...en als dat uiteindelijk allemaal gelukt is... ...en iedereen is weer veilig terug op de basis... ...dan is er absoluut wel een moment van ontlading inderdaad... ...en dat is denk ik natuurlijk een menselijke reactie.; And when we talk about, especially, placing a microphone at someone's home, which is really a very complex operation, where so many things can go wrong during the execution. Everyone is of course at the sharpest at that moment. And then, when all of that has been successful and everyone is back safely on the basis, then there is absolutely a moment of relaxation indeed. And yes, that is, I think, a natural human reaction.
De_Dienst_afl_6_seg_57;0 days 00:16:10;0 days 00:16:12;Liesbeth; Zeker, zeker als je net zo iets hebt gedaan.; Yes, certainly, certainly, if you have just done something like that.
De_Dienst_afl_6_seg_58;0 days 00:16:12;0 days 00:16:13;Jan; Ja.; Yes.
De_Dienst_afl_6_seg_59;0 days 00:16:13;0 days 00:16:29;Liesbeth; En hoe bedenk je eigenlijk waar je die microfoon gaat plaatsen? Want we zeggen nu steeds microfoon... ...alsof het net zo'n grote microfoon zijn zoals wij voor ons hebben... ...maar dat zijn natuurlijk piepkleine dingetjes. Hoe bedenk je waar in een huisje zoiets doet? Of wat voor afwegingen zitten er achter?; And how do you actually think about where you are going to place that microphone? We now always say microphone, as if it were just as big a microphone as we have in front of us, but of course those are tiny little things. How do you think about where you do something like that in a house, or what kind of considerations are behind it?
De_Dienst_afl_6_seg_60;0 days 00:16:29;0 days 00:17:00;Jan; Er zitten twee delen aan. Eén is oké, hoe is een locatie waar een microfoon moet komen opgebouwd... ...en waar verwachten we dat mensen uiteindelijk inderdaad het gesprek gaan voeren? Soms weten we dat ook niet van tevoren... ...en dan is het uiteindelijk binnen... ...moeten we bekijken wat de mogelijkheden zijn... ...en bedenken we ter plekke een oplossing. Dus we hebben spullen die we breed kunnen inzetten... ...en afhankelijk van wat we binnen aantreffen... ...maken we gebruik van wat er aanwezig is.; There are two parts to it. One is, okay, how is a location where a microphone has to be built and where do we expect people to eventually have a conversation? And sometimes we don't know that in advance. And then it is ultimately within, we have to look at what the possibilities are and consider a place and a solution. So we have things that we can use broadly and depending on what we find inside, we make use of what is there.
De_Dienst_afl_6_seg_61;0 days 00:17:00;0 days 00:17:03;Liesbeth; Maar dat stukje kun je dus niet voorbereiden?; But you can't prepare that part?
